fecha,dia_semana,categoria,producto,venta_total
2023-01-02,lunes,"Fruta y verdura","Escarola rizada",38
2023-01-02,lunes,"Fruta y verdura","Escarola rizada base para ensalada",37
2023-01-02,lunes,"Fruta y verdura","Espárrago verde fino",31
2023-01-02,lunes,"Fruta y verdura","Espárrago verde grueso",30
2023-01-02,lunes,"Fruta y verdura","Espinaca baby base para ensalada",17
2023-01-02,lunes,"Fruta y verdura","Espinacas cortadas",41
2023-01-02,lunes,"Fruta y verdura","Floretas de brócoli para micro",32
2023-01-02,lunes,"Fruta y verdura",Frambuesas,26
2023-01-02,lunes,"Fruta y verdura",Fresas,11
2023-01-02,lunes,"Fruta y verdura","Guacamole Hacendado",64
2023-01-02,lunes,"Fruta y verdura",Hierbabuena,41
2023-01-02,lunes,"Fruta y verdura",Jengibre,16
2023-01-02,lunes,"Fruta y verdura","Judía verde plana",39
2023-01-02,lunes,"Fruta y verdura","Judía verde redonda",36
2023-01-02,lunes,"Fruta y verdura","Kiwi verde",22
2023-01-02,lunes,"Fruta y verdura","Kiwis amarillos",3
2023-01-02,lunes,"Fruta y verdura","Kiwis verdes",42
2023-01-02,lunes,"Fruta y verdura","Lechuga corazón romana",32
2023-01-02,lunes,"Fruta y verdura","Lechuga hoja roble",19
2023-01-02,lunes,"Fruta y verdura","Lechuga iceberg",45
2023-01-02,lunes,"Fruta y verdura","Lechuga iceberg base para ensalada",19
2023-01-02,lunes,"Fruta y verdura","Lechuga romana cortada",45
2023-01-02,lunes,"Fruta y verdura","Lechugas corazón romana",24
2023-01-02,lunes,"Fruta y verdura",Limas,44
2023-01-02,lunes,"Fruta y verdura",Limón,26
2023-01-02,lunes,"Fruta y verdura",Limones,6
2023-01-02,lunes,"Fruta y verdura","Maíz dulce en mazorca",30
2023-01-02,lunes,"Fruta y verdura","Maíz dulce en mazorca cocido",33
2023-01-02,lunes,"Fruta y verdura",Mango,4
2023-01-02,lunes,"Fruta y verdura","Manzana Crimson Snow",4
2023-01-02,lunes,"Fruta y verdura","Manzana Golden",44
2023-01-02,lunes,"Fruta y verdura","Manzana Granny Smith",25
2023-01-02,lunes,"Fruta y verdura","Manzana Story",3
2023-01-02,lunes,"Fruta y verdura","Manzanas Crimson Snow",1
2023-01-02,lunes,"Fruta y verdura","Manzanas Golden",7
2023-01-02,lunes,"Fruta y verdura","Media col lombarda",31
2023-01-02,lunes,"Fruta y verdura","Media papaya",1
2023-01-02,lunes,"Fruta y verdura","Media piña",29
2023-01-02,lunes,"Fruta y verdura","Media sandía baja en semillas",26
2023-01-02,lunes,"Fruta y verdura","Medio melón piel de sapo",27
2023-01-02,lunes,"Fruta y verdura","Medio repollo liso",22
2023-01-02,lunes,"Fruta y verdura","Medio repollo rizado",35
2023-01-02,lunes,"Fruta y verdura","Melón piel de sapo",26
2023-01-02,lunes,"Fruta y verdura","Mix de verduras jardinera para micro",6
2023-01-02,lunes,"Fruta y verdura","Mix de verduras paisana para micro",3
2023-01-02,lunes,"Fruta y verdura",Moras,7
2023-01-02,lunes,"Fruta y verdura","Naranja para mesa",43
2023-01-02,lunes,"Fruta y verdura",Naranjas,61
2023-01-02,lunes,"Fruta y verdura","Nectarina pulpa blanca",18
2023-01-02,lunes,"Fruta y verdura","Palitos de zanahoria",6
2023-01-02,lunes,"Fruta y verdura",Papaya,23
2023-01-02,lunes,"Fruta y verdura",Paraguayo,30
2023-01-02,lunes,"Fruta y verdura",Patata,16
2023-01-02,lunes,"Fruta y verdura","Patata para micro",4
2023-01-02,lunes,"Fruta y verdura",Patatas,37
2023-01-02,lunes,"Fruta y verdura","Patatas especial para freir",21
2023-01-02,lunes,"Fruta y verdura","Patatas guarnición",16
2023-01-02,lunes,"Fruta y verdura","Patatas rojas",13
2023-01-02,lunes,"Fruta y verdura",Pepino,44
2023-01-02,lunes,"Fruta y verdura","Pepino holandés",19
2023-01-02,lunes,"Fruta y verdura",Pepinos,6
2023-01-02,lunes,"Fruta y verdura","Pera Conferencia",4
2023-01-02,lunes,"Fruta y verdura","Pera Ercolina",39
2023-01-02,lunes,"Fruta y verdura","Peras Conferencia",24
2023-01-02,lunes,"Fruta y verdura","Perejil troceado",13
2023-01-02,lunes,"Fruta y verdura","Picada de ajo y Perejil",30
2023-01-02,lunes,"Fruta y verdura","Pimiento rojo",42
2023-01-02,lunes,"Fruta y verdura","Pimiento verde",16
2023-01-02,lunes,"Fruta y verdura","Pimiento verde freír",44
2023-01-02,lunes,"Fruta y verdura","Pimientos rojos picantes",5
2023-01-02,lunes,"Fruta y verdura","Pimientos semipicantes",10
2023-01-02,lunes,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",34
2023-01-02,lunes,"Fruta y verdura",Piña,19
2023-01-02,lunes,"Fruta y verdura","Piña natural a rodajas",41
2023-01-02,lunes,"Fruta y verdura","Plátano de Canarias",10
2023-01-02,lunes,"Fruta y verdura","Plátano macho",5
2023-01-02,lunes,"Fruta y verdura",Pomelo,1
2023-01-02,lunes,"Fruta y verdura","Preparado de verdura para cocido",33
2023-01-02,lunes,"Fruta y verdura",Puerros,7
2023-01-02,lunes,"Fruta y verdura",Rabanitos,39
2023-01-02,lunes,"Fruta y verdura","Rama de Tomates",24
2023-01-02,lunes,"Fruta y verdura","Remolacha cocida y pelada",20
2023-01-02,lunes,"Fruta y verdura","Repollo liso",28
2023-01-02,lunes,"Fruta y verdura","Repollo rizado",6
2023-01-02,lunes,"Fruta y verdura","Rúcula base para ensalada",45
2023-01-02,lunes,"Fruta y verdura","Salteado de setas laminadas",35
2023-01-02,lunes,"Fruta y verdura","Sandía baja en semillas",44
2023-01-02,lunes,"Fruta y verdura",Seta,40
2023-01-02,lunes,"Fruta y verdura","Seta laminada",31
2023-01-02,lunes,"Fruta y verdura","Seta shiitake",37
2023-01-02,lunes,"Fruta y verdura","Setas al plato con perejil",18
2023-01-02,lunes,"Fruta y verdura","Sopa juliana para micro",13
2023-01-02,lunes,"Fruta y verdura","Tomate canario",6
2023-01-02,lunes,"Fruta y verdura","Tomate ensalada",65
2023-01-02,lunes,"Fruta y verdura","Tomate kumato negro",13
2023-01-02,lunes,"Fruta y verdura","Tomate pera",3
2023-01-02,lunes,"Fruta y verdura","Tomate rallado",1
2023-01-02,lunes,"Fruta y verdura","Tomate rosa",10
2023-01-02,lunes,"Fruta y verdura",Tomates,3
2023-01-02,lunes,"Fruta y verdura","Tomates cherry",4
2023-01-02,lunes,"Fruta y verdura","Tomates cherry en rama Dulcita",20
2023-01-02,lunes,"Fruta y verdura","Tomates cherry pera kumato",43
2023-01-02,lunes,"Fruta y verdura","Tomates kumato negro",37
2023-01-02,lunes,"Fruta y verdura","Tomates pera",24
2023-01-02,lunes,"Fruta y verdura","Uva blanca sin semillas",28
2023-01-02,lunes,"Fruta y verdura","Uva roja sin semillas",2
2023-01-02,lunes,"Fruta y verdura","Wraps Texas",26
2023-01-02,lunes,"Fruta y verdura",Yuca,15
2023-01-02,lunes,"Fruta y verdura","Zanahoria rallada base para ensalada",1
2023-01-02,lunes,"Fruta y verdura",Zanahorias,34
2023-01-09,lunes,"Fruta y verdura","1/4 Sandía baja en semillas",10
2023-01-09,lunes,"Fruta y verdura","3 Vegetales para micro",29
2023-01-09,lunes,"Fruta y verdura","Acelgas cortadas",30
2023-01-09,lunes,"Fruta y verdura",Aguacate,17
2023-01-09,lunes,"Fruta y verdura",Aguacates,20
2023-01-09,lunes,"Fruta y verdura","Ajo negro dientes pelados",14
2023-01-09,lunes,"Fruta y verdura","Ajos morados",47
2023-01-09,lunes,"Fruta y verdura",Albahaca,12
2023-01-09,lunes,"Fruta y verdura",Albaricoque,16
2023-01-09,lunes,"Fruta y verdura","Apio verde",11
2023-01-09,lunes,"Fruta y verdura",Arándanos,14
2023-01-09,lunes,"Fruta y verdura",Banana,11
2023-01-09,lunes,"Fruta y verdura",Batata,19
2023-01-09,lunes,"Fruta y verdura","Batata para micro",30
2023-01-09,lunes,"Fruta y verdura",Berenjena,36
2023-01-09,lunes,"Fruta y verdura",Bimi,32
2023-01-09,lunes,"Fruta y verdura",Brócoli,5
2023-01-09,lunes,"Fruta y verdura","Calabacín blanco",45
2023-01-09,lunes,"Fruta y verdura","Calabacín verde",40
2023-01-09,lunes,"Fruta y verdura","Calabaza cacahuete cortada a trozos",30
2023-01-09,lunes,"Fruta y verdura","Canónigos base para ensalada",23
2023-01-09,lunes,"Fruta y verdura",Cebollas,12
2023-01-09,lunes,"Fruta y verdura","Cebollas dulces",32
2023-01-09,lunes,"Fruta y verdura","Cebollas rojas",24
2023-01-09,lunes,"Fruta y verdura","Cebollas tiernas",6
2023-01-09,lunes,"Fruta y verdura",Cebollino,10
2023-01-09,lunes,"Fruta y verdura",Cereza,35
2023-01-09,lunes,"Fruta y verdura","Champiñón grande",18
2023-01-09,lunes,"Fruta y verdura","Champiñón laminado limpio",3
2023-01-09,lunes,"Fruta y verdura","Champiñón pequeño",10
2023-01-09,lunes,"Fruta y verdura","Champiñón Portobello",26
2023-01-09,lunes,"Fruta y verdura",Cilantro,17
2023-01-09,lunes,"Fruta y verdura","Ciruela roja",6
2023-01-09,lunes,"Fruta y verdura","Cogollos corazón de lechuga",30
2023-01-09,lunes,"Fruta y verdura","Cogollos de lechuga",36
2023-01-09,lunes,"Fruta y verdura","Col lombarda",42
2023-01-09,lunes,"Fruta y verdura",Coliflor,30
2023-01-09,lunes,"Fruta y verdura",Endibias,21
2023-01-09,lunes,"Fruta y verdura","Ensalada California",25
2023-01-09,lunes,"Fruta y verdura","Ensalada César",2
2023-01-09,lunes,"Fruta y verdura","Ensalada de la casa",23
2023-01-09,lunes,"Fruta y verdura","Ensalada de pasta",32
2023-01-09,lunes,"Fruta y verdura","Ensalada de pasta Listo para Comer",20
2023-01-09,lunes,"Fruta y verdura","Ensalada ensatún",23
2023-01-09,lunes,"Fruta y verdura","Ensalada jamón",41
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla 4 estaciones",19
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla brotes tiernos",14
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",30
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",40
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla fresca",36
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla gourmet",44
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla gourmet maxi",15
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla primavera",24
2023-01-09,lunes,"Fruta y verdura","Ensalada mezcla tierna",20
2023-01-09,lunes,"Fruta y verdura","Ensalada mil islas",4
2023-01-09,lunes,"Fruta y verdura","Ensalada queso de cabra",35
2023-01-09,lunes,"Fruta y verdura","Escarola rizada",20
2023-01-09,lunes,"Fruta y verdura","Escarola rizada base para ensalada",4
2023-01-09,lunes,"Fruta y verdura","Espárrago verde fino",1
2023-01-09,lunes,"Fruta y verdura","Espárrago verde grueso",9
2023-01-09,lunes,"Fruta y verdura","Espinaca baby base para ensalada",37
2023-01-09,lunes,"Fruta y verdura","Espinacas cortadas",34
2023-01-09,lunes,"Fruta y verdura","Floretas de brócoli para micro",40
2023-01-09,lunes,"Fruta y verdura",Frambuesas,27
2023-01-09,lunes,"Fruta y verdura",Fresas,44
2023-01-09,lunes,"Fruta y verdura","Guacamole Hacendado",37
2023-01-09,lunes,"Fruta y verdura",Hierbabuena,13
2023-01-09,lunes,"Fruta y verdura",Jengibre,41
2023-01-09,lunes,"Fruta y verdura","Judía verde plana",35
2023-01-09,lunes,"Fruta y verdura","Judía verde redonda",20
2023-01-09,lunes,"Fruta y verdura","Kiwi verde",6
2023-01-09,lunes,"Fruta y verdura","Kiwis amarillos",45
2023-01-09,lunes,"Fruta y verdura","Kiwis verdes",20
2023-01-09,lunes,"Fruta y verdura","Lechuga corazón romana",3
2023-01-09,lunes,"Fruta y verdura","Lechuga hoja roble",39
2023-01-09,lunes,"Fruta y verdura","Lechuga iceberg",25
2023-01-09,lunes,"Fruta y verdura","Lechuga iceberg base para ensalada",44
2023-01-09,lunes,"Fruta y verdura","Lechuga romana cortada",9
2023-01-09,lunes,"Fruta y verdura","Lechugas corazón romana",3
2023-01-09,lunes,"Fruta y verdura",Limas,39
2023-01-09,lunes,"Fruta y verdura",Limón,25
2023-01-09,lunes,"Fruta y verdura",Limones,44
2023-01-09,lunes,"Fruta y verdura","Maíz dulce en mazorca",41
2023-01-09,lunes,"Fruta y verdura","Maíz dulce en mazorca cocido",32
2023-01-09,lunes,"Fruta y verdura",Mango,11
2023-01-09,lunes,"Fruta y verdura","Manzana Crimson Snow",30
2023-01-09,lunes,"Fruta y verdura","Manzana Golden",26
2023-01-09,lunes,"Fruta y verdura","Manzana Granny Smith",10
2023-01-09,lunes,"Fruta y verdura","Manzana Story",8
2023-01-09,lunes,"Fruta y verdura","Manzanas Crimson Snow",7
2023-01-09,lunes,"Fruta y verdura","Manzanas Golden",7
2023-01-09,lunes,"Fruta y verdura","Media col lombarda",1
2023-01-09,lunes,"Fruta y verdura","Media papaya",19
2023-01-09,lunes,"Fruta y verdura","Media piña",1
2023-01-09,lunes,"Fruta y verdura","Media sandía baja en semillas",44
2023-01-09,lunes,"Fruta y verdura","Medio melón piel de sapo",31
2023-01-09,lunes,"Fruta y verdura","Medio repollo liso",15
2023-01-09,lunes,"Fruta y verdura","Medio repollo rizado",41
2023-01-09,lunes,"Fruta y verdura","Melón piel de sapo",8
2023-01-09,lunes,"Fruta y verdura","Mix de verduras jardinera para micro",10
2023-01-09,lunes,"Fruta y verdura","Mix de verduras paisana para micro",45
2023-01-09,lunes,"Fruta y verdura",Moras,45
2023-01-09,lunes,"Fruta y verdura","Naranja para mesa",42
2023-01-09,lunes,"Fruta y verdura",Naranjas,54
2023-01-09,lunes,"Fruta y verdura","Nectarina pulpa blanca",35
2023-01-09,lunes,"Fruta y verdura","Palitos de zanahoria",16
2023-01-09,lunes,"Fruta y verdura",Papaya,6
2023-01-09,lunes,"Fruta y verdura",Paraguayo,42
2023-01-09,lunes,"Fruta y verdura",Patata,38
2023-01-09,lunes,"Fruta y verdura","Patata para micro",35
2023-01-09,lunes,"Fruta y verdura",Patatas,44
2023-01-09,lunes,"Fruta y verdura","Patatas especial para freir",30
2023-01-09,lunes,"Fruta y verdura","Patatas guarnición",25
2023-01-09,lunes,"Fruta y verdura","Patatas rojas",35
2023-01-09,lunes,"Fruta y verdura",Pepino,41
2023-01-09,lunes,"Fruta y verdura","Pepino holandés",14
2023-01-09,lunes,"Fruta y verdura",Pepinos,8
2023-01-09,lunes,"Fruta y verdura","Pera Conferencia",10
2023-01-09,lunes,"Fruta y verdura","Pera Ercolina",27
2023-01-09,lunes,"Fruta y verdura","Peras Conferencia",32
2023-01-09,lunes,"Fruta y verdura","Perejil troceado",12
2023-01-09,lunes,"Fruta y verdura","Picada de ajo y Perejil",40
2023-01-09,lunes,"Fruta y verdura","Pimiento rojo",24
2023-01-09,lunes,"Fruta y verdura","Pimiento verde",24
2023-01-09,lunes,"Fruta y verdura","Pimiento verde freír",20
2023-01-09,lunes,"Fruta y verdura","Pimientos rojos picantes",19
2023-01-09,lunes,"Fruta y verdura","Pimientos semipicantes",26
2023-01-09,lunes,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",2
2023-01-09,lunes,"Fruta y verdura",Piña,31
2023-01-09,lunes,"Fruta y verdura","Piña natural a rodajas",34
2023-01-09,lunes,"Fruta y verdura","Plátano de Canarias",19
2023-01-09,lunes,"Fruta y verdura","Plátano macho",1
2023-01-09,lunes,"Fruta y verdura",Pomelo,11
2023-01-09,lunes,"Fruta y verdura","Preparado de verdura para cocido",3
2023-01-09,lunes,"Fruta y verdura",Puerros,39
2023-01-09,lunes,"Fruta y verdura",Rabanitos,34
2023-01-09,lunes,"Fruta y verdura","Rama de Tomates",22
2023-01-09,lunes,"Fruta y verdura","Remolacha cocida y pelada",28
2023-01-09,lunes,"Fruta y verdura","Repollo liso",17
2023-01-09,lunes,"Fruta y verdura","Repollo rizado",2
2023-01-09,lunes,"Fruta y verdura","Rúcula base para ensalada",28
2023-01-09,lunes,"Fruta y verdura","Salteado de setas laminadas",43
2023-01-09,lunes,"Fruta y verdura","Sandía baja en semillas",3
2023-01-09,lunes,"Fruta y verdura",Seta,29
2023-01-09,lunes,"Fruta y verdura","Seta laminada",39
2023-01-09,lunes,"Fruta y verdura","Seta shiitake",8
2023-01-09,lunes,"Fruta y verdura","Setas al plato con perejil",14
2023-01-09,lunes,"Fruta y verdura","Sopa juliana para micro",19
2023-01-09,lunes,"Fruta y verdura","Tomate canario",11
2023-01-09,lunes,"Fruta y verdura","Tomate ensalada",48
2023-01-09,lunes,"Fruta y verdura","Tomate kumato negro",45
2023-01-09,lunes,"Fruta y verdura","Tomate pera",23
2023-01-09,lunes,"Fruta y verdura","Tomate rallado",6
2023-01-09,lunes,"Fruta y verdura","Tomate rosa",45
2023-01-09,lunes,"Fruta y verdura",Tomates,21
2023-01-09,lunes,"Fruta y verdura","Tomates cherry",6
2023-01-09,lunes,"Fruta y verdura","Tomates cherry en rama Dulcita",38
2023-01-09,lunes,"Fruta y verdura","Tomates cherry pera kumato",4
2023-01-09,lunes,"Fruta y verdura","Tomates kumato negro",34
2023-01-09,lunes,"Fruta y verdura","Tomates pera",19
2023-01-09,lunes,"Fruta y verdura","Uva blanca sin semillas",35
2023-01-09,lunes,"Fruta y verdura","Uva roja sin semillas",27
2023-01-09,lunes,"Fruta y verdura","Wraps Texas",30
2023-01-09,lunes,"Fruta y verdura",Yuca,42
2023-01-09,lunes,"Fruta y verdura","Zanahoria rallada base para ensalada",39
2023-01-09,lunes,"Fruta y verdura",Zanahorias,40
2023-01-16,lunes,"Fruta y verdura","1/4 Sandía baja en semillas",18
2023-01-16,lunes,"Fruta y verdura","3 Vegetales para micro",14
2023-01-16,lunes,"Fruta y verdura","Acelgas cortadas",4
2023-01-16,lunes,"Fruta y verdura",Aguacate,42
2023-01-16,lunes,"Fruta y verdura",Aguacates,2
2023-01-16,lunes,"Fruta y verdura","Ajo negro dientes pelados",21
2023-01-16,lunes,"Fruta y verdura","Ajos morados",46
2023-01-16,lunes,"Fruta y verdura",Albahaca,23
2023-01-16,lunes,"Fruta y verdura",Albaricoque,23
2023-01-16,lunes,"Fruta y verdura","Apio verde",36
2023-01-16,lunes,"Fruta y verdura",Arándanos,20
2023-01-16,lunes,"Fruta y verdura",Banana,24
2023-01-16,lunes,"Fruta y verdura",Batata,29
2023-01-16,lunes,"Fruta y verdura","Batata para micro",1
2023-01-16,lunes,"Fruta y verdura",Berenjena,28
2023-01-16,lunes,"Fruta y verdura",Bimi,35
2023-01-16,lunes,"Fruta y verdura",Brócoli,7
2023-01-16,lunes,"Fruta y verdura","Calabacín blanco",22
2023-01-16,lunes,"Fruta y verdura","Calabacín verde",13
2023-01-16,lunes,"Fruta y verdura","Calabaza cacahuete cortada a trozos",40
2023-01-16,lunes,"Fruta y verdura","Canónigos base para ensalada",1
2023-01-16,lunes,"Fruta y verdura",Cebollas,27
2023-01-16,lunes,"Fruta y verdura","Cebollas dulces",11
2023-01-16,lunes,"Fruta y verdura","Cebollas rojas",29
2023-01-16,lunes,"Fruta y verdura","Cebollas tiernas",8
2023-01-16,lunes,"Fruta y verdura",Cebollino,45
2023-01-16,lunes,"Fruta y verdura",Cereza,22
2023-01-16,lunes,"Fruta y verdura","Champiñón grande",42
2023-01-16,lunes,"Fruta y verdura","Champiñón laminado limpio",28
2023-01-16,lunes,"Fruta y verdura","Champiñón pequeño",1
2023-01-16,lunes,"Fruta y verdura","Champiñón Portobello",31
2023-01-16,lunes,"Fruta y verdura",Cilantro,29
2023-01-16,lunes,"Fruta y verdura","Ciruela roja",40
2023-01-16,lunes,"Fruta y verdura","Cogollos corazón de lechuga",28
2023-01-16,lunes,"Fruta y verdura","Cogollos de lechuga",27
2023-01-16,lunes,"Fruta y verdura","Col lombarda",24
2023-01-16,lunes,"Fruta y verdura",Coliflor,34
2023-01-16,lunes,"Fruta y verdura",Endibias,21
2023-01-16,lunes,"Fruta y verdura","Ensalada California",33
2023-01-16,lunes,"Fruta y verdura","Ensalada César",19
2023-01-16,lunes,"Fruta y verdura","Ensalada de la casa",24
2023-01-16,lunes,"Fruta y verdura","Ensalada de pasta",38
2023-01-16,lunes,"Fruta y verdura","Ensalada de pasta Listo para Comer",44
2023-01-16,lunes,"Fruta y verdura","Ensalada ensatún",43
2023-01-16,lunes,"Fruta y verdura","Ensalada jamón",40
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla 4 estaciones",5
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla brotes tiernos",39
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",19
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",6
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla fresca",9
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla gourmet",21
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla gourmet maxi",7
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla primavera",24
2023-01-16,lunes,"Fruta y verdura","Ensalada mezcla tierna",29
2023-01-16,lunes,"Fruta y verdura","Ensalada mil islas",44
2023-01-16,lunes,"Fruta y verdura","Ensalada queso de cabra",31
2023-01-16,lunes,"Fruta y verdura","Escarola rizada",39
2023-01-16,lunes,"Fruta y verdura","Escarola rizada base para ensalada",15
2023-01-16,lunes,"Fruta y verdura","Espárrago verde fino",41
2023-01-16,lunes,"Fruta y verdura","Espárrago verde grueso",39
2023-01-16,lunes,"Fruta y verdura","Espinaca baby base para ensalada",39
2023-01-16,lunes,"Fruta y verdura","Espinacas cortadas",14
2023-01-16,lunes,"Fruta y verdura","Floretas de brócoli para micro",28
2023-01-16,lunes,"Fruta y verdura",Frambuesas,31
2023-01-16,lunes,"Fruta y verdura",Fresas,6
2023-01-16,lunes,"Fruta y verdura","Guacamole Hacendado",7
2023-01-16,lunes,"Fruta y verdura",Hierbabuena,21
2023-01-16,lunes,"Fruta y verdura",Jengibre,3
2023-01-16,lunes,"Fruta y verdura","Judía verde plana",40
2023-01-16,lunes,"Fruta y verdura","Judía verde redonda",11
2023-01-16,lunes,"Fruta y verdura","Kiwi verde",20
2023-01-16,lunes,"Fruta y verdura","Kiwis amarillos",15
2023-01-16,lunes,"Fruta y verdura","Kiwis verdes",13
2023-01-16,lunes,"Fruta y verdura","Lechuga corazón romana",26
2023-01-16,lunes,"Fruta y verdura","Lechuga hoja roble",15
2023-01-16,lunes,"Fruta y verdura","Lechuga iceberg",30
2023-01-16,lunes,"Fruta y verdura","Lechuga iceberg base para ensalada",13
2023-01-16,lunes,"Fruta y verdura","Lechuga romana cortada",2
2023-01-16,lunes,"Fruta y verdura","Lechugas corazón romana",36
2023-01-16,lunes,"Fruta y verdura",Limas,18
2023-01-16,lunes,"Fruta y verdura",Limón,12
2023-01-16,lunes,"Fruta y verdura",Limones,21
2023-01-16,lunes,"Fruta y verdura","Maíz dulce en mazorca",43
2023-01-16,lunes,"Fruta y verdura","Maíz dulce en mazorca cocido",30
2023-01-16,lunes,"Fruta y verdura",Mango,3
2023-01-16,lunes,"Fruta y verdura","Manzana Crimson Snow",43
2023-01-16,lunes,"Fruta y verdura","Manzana Golden",13
2023-01-16,lunes,"Fruta y verdura","Manzana Granny Smith",30
2023-01-16,lunes,"Fruta y verdura","Manzana Story",20
2023-01-16,lunes,"Fruta y verdura","Manzanas Crimson Snow",35
2023-01-16,lunes,"Fruta y verdura","Manzanas Golden",38
2023-01-16,lunes,"Fruta y verdura","Media col lombarda",11
2023-01-16,lunes,"Fruta y verdura","Media papaya",17
2023-01-16,lunes,"Fruta y verdura","Media piña",20
2023-01-16,lunes,"Fruta y verdura","Media sandía baja en semillas",7
2023-01-16,lunes,"Fruta y verdura","Medio melón piel de sapo",4
2023-01-16,lunes,"Fruta y verdura","Medio repollo liso",24
