fecha,dia_semana,categoria,producto,venta_total
2023-01-05,jueves,"Fruta y verdura","Ensalada de la casa",19
2023-01-05,jueves,"Fruta y verdura","Ensalada de pasta",0
2023-01-05,jueves,"Fruta y verdura","Ensalada de pasta Listo para Comer",25
2023-01-05,jueves,"Fruta y verdura","Ensalada ensatún",12
2023-01-05,jueves,"Fruta y verdura","Ensalada jamón",25
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla 4 estaciones",13
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla brotes tiernos",28
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",19
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",8
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla fresca",6
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla gourmet",24
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla gourmet maxi",15
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla primavera",29
2023-01-05,jueves,"Fruta y verdura","Ensalada mezcla tierna",5
2023-01-05,jueves,"Fruta y verdura","Ensalada mil islas",24
2023-01-05,jueves,"Fruta y verdura","Ensalada queso de cabra",23
2023-01-05,jueves,"Fruta y verdura","Escarola rizada",13
2023-01-05,jueves,"Fruta y verdura","Escarola rizada base para ensalada",17
2023-01-05,jueves,"Fruta y verdura","Espárrago verde fino",3
2023-01-05,jueves,"Fruta y verdura","Espárrago verde grueso",1
2023-01-05,jueves,"Fruta y verdura","Espinaca baby base para ensalada",29
2023-01-05,jueves,"Fruta y verdura","Espinacas cortadas",18
2023-01-05,jueves,"Fruta y verdura","Floretas de brócoli para micro",11
2023-01-05,jueves,"Fruta y verdura",Frambuesas,27
2023-01-05,jueves,"Fruta y verdura",Fresas,17
2023-01-05,jueves,"Fruta y verdura","Guacamole Hacendado",13
2023-01-05,jueves,"Fruta y verdura",Hierbabuena,25
2023-01-05,jueves,"Fruta y verdura",Jengibre,14
2023-01-05,jueves,"Fruta y verdura","Judía verde plana",49
2023-01-05,jueves,"Fruta y verdura","Judía verde redonda",4
2023-01-05,jueves,"Fruta y verdura","Kiwi verde",2
2023-01-05,jueves,"Fruta y verdura","Kiwis amarillos",19
2023-01-05,jueves,"Fruta y verdura","Kiwis verdes",3
2023-01-05,jueves,"Fruta y verdura","Lechuga corazón romana",6
2023-01-05,jueves,"Fruta y verdura","Lechuga hoja roble",1
2023-01-05,jueves,"Fruta y verdura","Lechuga iceberg",20
2023-01-05,jueves,"Fruta y verdura","Lechuga iceberg base para ensalada",12
2023-01-05,jueves,"Fruta y verdura","Lechuga romana cortada",14
2023-01-05,jueves,"Fruta y verdura","Lechugas corazón romana",25
2023-01-05,jueves,"Fruta y verdura",Limas,24
2023-01-05,jueves,"Fruta y verdura",Limón,22
2023-01-05,jueves,"Fruta y verdura",Limones,8
2023-01-05,jueves,"Fruta y verdura","Maíz dulce en mazorca",10
2023-01-05,jueves,"Fruta y verdura","Maíz dulce en mazorca cocido",3
2023-01-05,jueves,"Fruta y verdura",Mango,18
2023-01-05,jueves,"Fruta y verdura","Manzana Crimson Snow",29
2023-01-05,jueves,"Fruta y verdura","Manzana Golden",29
2023-01-05,jueves,"Fruta y verdura","Manzana Granny Smith",3
2023-01-05,jueves,"Fruta y verdura","Manzana Story",27
2023-01-05,jueves,"Fruta y verdura","Manzanas Crimson Snow",23
2023-01-05,jueves,"Fruta y verdura","Manzanas Golden",14
2023-01-05,jueves,"Fruta y verdura","Media col lombarda",10
2023-01-05,jueves,"Fruta y verdura","Media papaya",13
2023-01-05,jueves,"Fruta y verdura","Media piña",23
2023-01-05,jueves,"Fruta y verdura","Media sandía baja en semillas",19
2023-01-05,jueves,"Fruta y verdura","Medio melón piel de sapo",23
2023-01-05,jueves,"Fruta y verdura","Medio repollo liso",15
2023-01-05,jueves,"Fruta y verdura","Medio repollo rizado",27
2023-01-05,jueves,"Fruta y verdura","Melón piel de sapo",24
2023-01-05,jueves,"Fruta y verdura","Mix de verduras jardinera para micro",5
2023-01-05,jueves,"Fruta y verdura","Mix de verduras paisana para micro",28
2023-01-05,jueves,"Fruta y verdura",Moras,14
2023-01-05,jueves,"Fruta y verdura","Naranja para mesa",29
2023-01-05,jueves,"Fruta y verdura",Naranjas,14
2023-01-05,jueves,"Fruta y verdura","Nectarina pulpa blanca",24
2023-01-05,jueves,"Fruta y verdura","Palitos de zanahoria",1
2023-01-05,jueves,"Fruta y verdura",Papaya,1
2023-01-05,jueves,"Fruta y verdura",Paraguayo,17
2023-01-05,jueves,"Fruta y verdura",Patata,26
2023-01-05,jueves,"Fruta y verdura","Patata para micro",12
2023-01-05,jueves,"Fruta y verdura",Patatas,23
2023-01-05,jueves,"Fruta y verdura","Patatas especial para freir",4
2023-01-05,jueves,"Fruta y verdura","Patatas guarnición",4
2023-01-05,jueves,"Fruta y verdura","Patatas rojas",5
2023-01-05,jueves,"Fruta y verdura",Pepino,30
2023-01-05,jueves,"Fruta y verdura","Pepino holandés",4
2023-01-05,jueves,"Fruta y verdura",Pepinos,13
2023-01-05,jueves,"Fruta y verdura","Pera Conferencia",4
2023-01-05,jueves,"Fruta y verdura","Pera Ercolina",5
2023-01-05,jueves,"Fruta y verdura","Peras Conferencia",10
2023-01-05,jueves,"Fruta y verdura","Perejil troceado",12
2023-01-05,jueves,"Fruta y verdura","Picada de ajo y Perejil",13
2023-01-05,jueves,"Fruta y verdura","Pimiento rojo",15
2023-01-05,jueves,"Fruta y verdura","Pimiento verde",30
2023-01-05,jueves,"Fruta y verdura","Pimiento verde freír",24
2023-01-05,jueves,"Fruta y verdura","Pimientos rojos picantes",10
2023-01-05,jueves,"Fruta y verdura","Pimientos semipicantes",25
2023-01-05,jueves,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",6
2023-01-05,jueves,"Fruta y verdura",Piña,13
2023-01-05,jueves,"Fruta y verdura","Piña natural a rodajas",19
2023-01-05,jueves,"Fruta y verdura","Plátano de Canarias",19
2023-01-05,jueves,"Fruta y verdura","Plátano macho",21
2023-01-05,jueves,"Fruta y verdura",Pomelo,23
2023-01-05,jueves,"Fruta y verdura","Preparado de verdura para cocido",0
2023-01-05,jueves,"Fruta y verdura",Puerros,13
2023-01-05,jueves,"Fruta y verdura",Rabanitos,2
2023-01-05,jueves,"Fruta y verdura","Rama de Tomates",1
2023-01-05,jueves,"Fruta y verdura","Remolacha cocida y pelada",0
2023-01-05,jueves,"Fruta y verdura","Repollo liso",13
2023-01-05,jueves,"Fruta y verdura","Repollo rizado",14
2023-01-05,jueves,"Fruta y verdura","Rúcula base para ensalada",10
2023-01-05,jueves,"Fruta y verdura","Salteado de setas laminadas",4
2023-01-05,jueves,"Fruta y verdura","Sandía baja en semillas",1
2023-01-05,jueves,"Fruta y verdura",Seta,29
2023-01-05,jueves,"Fruta y verdura","Seta laminada",15
2023-01-05,jueves,"Fruta y verdura","Seta shiitake",16
2023-01-05,jueves,"Fruta y verdura","Setas al plato con perejil",2
2023-01-05,jueves,"Fruta y verdura","Sopa juliana para micro",29
2023-01-05,jueves,"Fruta y verdura","Tomate canario",18
2023-01-05,jueves,"Fruta y verdura","Tomate ensalada",52
2023-01-05,jueves,"Fruta y verdura","Tomate kumato negro",1
2023-01-05,jueves,"Fruta y verdura","Tomate pera",9
2023-01-05,jueves,"Fruta y verdura","Tomate rallado",26
2023-01-05,jueves,"Fruta y verdura","Tomate rosa",13
2023-01-05,jueves,"Fruta y verdura",Tomates,0
2023-01-05,jueves,"Fruta y verdura","Tomates cherry",4
2023-01-05,jueves,"Fruta y verdura","Tomates cherry en rama Dulcita",24
2023-01-05,jueves,"Fruta y verdura","Tomates cherry pera kumato",16
2023-01-05,jueves,"Fruta y verdura","Tomates kumato negro",27
2023-01-05,jueves,"Fruta y verdura","Tomates pera",3
2023-01-05,jueves,"Fruta y verdura","Uva blanca sin semillas",20
2023-01-05,jueves,"Fruta y verdura","Uva roja sin semillas",7
2023-01-05,jueves,"Fruta y verdura","Wraps Texas",2
2023-01-05,jueves,"Fruta y verdura",Yuca,10
2023-01-05,jueves,"Fruta y verdura","Zanahoria rallada base para ensalada",25
2023-01-05,jueves,"Fruta y verdura",Zanahorias,13
2023-01-12,jueves,"Fruta y verdura","1/4 Sandía baja en semillas",25
2023-01-12,jueves,"Fruta y verdura","3 Vegetales para micro",19
2023-01-12,jueves,"Fruta y verdura","Acelgas cortadas",6
2023-01-12,jueves,"Fruta y verdura",Aguacate,24
2023-01-12,jueves,"Fruta y verdura",Aguacates,10
2023-01-12,jueves,"Fruta y verdura","Ajo negro dientes pelados",12
2023-01-12,jueves,"Fruta y verdura","Ajos morados",4
2023-01-12,jueves,"Fruta y verdura",Albahaca,14
2023-01-12,jueves,"Fruta y verdura",Albaricoque,2
2023-01-12,jueves,"Fruta y verdura","Apio verde",25
2023-01-12,jueves,"Fruta y verdura",Arándanos,15
2023-01-12,jueves,"Fruta y verdura",Banana,25
2023-01-12,jueves,"Fruta y verdura",Batata,3
2023-01-12,jueves,"Fruta y verdura","Batata para micro",20
2023-01-12,jueves,"Fruta y verdura",Berenjena,28
2023-01-12,jueves,"Fruta y verdura",Bimi,25
2023-01-12,jueves,"Fruta y verdura",Brócoli,18
2023-01-12,jueves,"Fruta y verdura","Calabacín blanco",5
2023-01-12,jueves,"Fruta y verdura","Calabacín verde",21
2023-01-12,jueves,"Fruta y verdura","Calabaza cacahuete cortada a trozos",5
2023-01-12,jueves,"Fruta y verdura","Canónigos base para ensalada",9
2023-01-12,jueves,"Fruta y verdura",Cebollas,28
2023-01-12,jueves,"Fruta y verdura","Cebollas dulces",9
2023-01-12,jueves,"Fruta y verdura","Cebollas rojas",2
2023-01-12,jueves,"Fruta y verdura","Cebollas tiernas",11
2023-01-12,jueves,"Fruta y verdura",Cebollino,18
2023-01-12,jueves,"Fruta y verdura",Cereza,47
2023-01-12,jueves,"Fruta y verdura","Champiñón grande",13
2023-01-12,jueves,"Fruta y verdura","Champiñón laminado limpio",17
2023-01-12,jueves,"Fruta y verdura","Champiñón pequeño",26
2023-01-12,jueves,"Fruta y verdura","Champiñón Portobello",30
2023-01-12,jueves,"Fruta y verdura",Cilantro,28
2023-01-12,jueves,"Fruta y verdura","Ciruela roja",9
2023-01-12,jueves,"Fruta y verdura","Cogollos corazón de lechuga",19
2023-01-12,jueves,"Fruta y verdura","Cogollos de lechuga",9
2023-01-12,jueves,"Fruta y verdura","Col lombarda",4
2023-01-12,jueves,"Fruta y verdura",Coliflor,13
2023-01-12,jueves,"Fruta y verdura",Endibias,4
2023-01-12,jueves,"Fruta y verdura","Ensalada California",26
2023-01-12,jueves,"Fruta y verdura","Ensalada César",9
2023-01-12,jueves,"Fruta y verdura","Ensalada de la casa",16
2023-01-12,jueves,"Fruta y verdura","Ensalada de pasta",30
2023-01-12,jueves,"Fruta y verdura","Ensalada de pasta Listo para Comer",15
2023-01-12,jueves,"Fruta y verdura","Ensalada ensatún",19
2023-01-12,jueves,"Fruta y verdura","Ensalada jamón",3
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla 4 estaciones",14
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla brotes tiernos",26
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",18
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",8
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla fresca",13
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla gourmet",14
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla gourmet maxi",28
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla primavera",18
2023-01-12,jueves,"Fruta y verdura","Ensalada mezcla tierna",11
2023-01-12,jueves,"Fruta y verdura","Ensalada mil islas",2
2023-01-12,jueves,"Fruta y verdura","Ensalada queso de cabra",15
2023-01-12,jueves,"Fruta y verdura","Escarola rizada",12
2023-01-12,jueves,"Fruta y verdura","Escarola rizada base para ensalada",27
2023-01-12,jueves,"Fruta y verdura","Espárrago verde fino",8
2023-01-12,jueves,"Fruta y verdura","Espárrago verde grueso",25
2023-01-12,jueves,"Fruta y verdura","Espinaca baby base para ensalada",0
2023-01-12,jueves,"Fruta y verdura","Espinacas cortadas",21
2023-01-12,jueves,"Fruta y verdura","Floretas de brócoli para micro",26
2023-01-12,jueves,"Fruta y verdura",Frambuesas,4
2023-01-12,jueves,"Fruta y verdura",Fresas,14
2023-01-12,jueves,"Fruta y verdura","Guacamole Hacendado",0
2023-01-12,jueves,"Fruta y verdura",Hierbabuena,25
2023-01-12,jueves,"Fruta y verdura",Jengibre,29
2023-01-12,jueves,"Fruta y verdura","Judía verde plana",31
2023-01-12,jueves,"Fruta y verdura","Judía verde redonda",30
2023-01-12,jueves,"Fruta y verdura","Kiwi verde",17
2023-01-12,jueves,"Fruta y verdura","Kiwis amarillos",5
2023-01-12,jueves,"Fruta y verdura","Kiwis verdes",23
2023-01-12,jueves,"Fruta y verdura","Lechuga corazón romana",4
2023-01-12,jueves,"Fruta y verdura","Lechuga hoja roble",29
2023-01-12,jueves,"Fruta y verdura","Lechuga iceberg",16
2023-01-12,jueves,"Fruta y verdura","Lechuga iceberg base para ensalada",12
2023-01-12,jueves,"Fruta y verdura","Lechuga romana cortada",9
2023-01-12,jueves,"Fruta y verdura","Lechugas corazón romana",21
2023-01-12,jueves,"Fruta y verdura",Limas,3
2023-01-12,jueves,"Fruta y verdura",Limón,8
2023-01-12,jueves,"Fruta y verdura",Limones,17
2023-01-12,jueves,"Fruta y verdura","Maíz dulce en mazorca",2
2023-01-12,jueves,"Fruta y verdura","Maíz dulce en mazorca cocido",20
2023-01-12,jueves,"Fruta y verdura",Mango,14
2023-01-12,jueves,"Fruta y verdura","Manzana Crimson Snow",9
2023-01-12,jueves,"Fruta y verdura","Manzana Golden",29
2023-01-12,jueves,"Fruta y verdura","Manzana Granny Smith",8
2023-01-12,jueves,"Fruta y verdura","Manzana Story",9
2023-01-12,jueves,"Fruta y verdura","Manzanas Crimson Snow",29
2023-01-12,jueves,"Fruta y verdura","Manzanas Golden",23
2023-01-12,jueves,"Fruta y verdura","Media col lombarda",3
2023-01-12,jueves,"Fruta y verdura","Media papaya",2
2023-01-12,jueves,"Fruta y verdura","Media piña",27
2023-01-12,jueves,"Fruta y verdura","Media sandía baja en semillas",4
2023-01-12,jueves,"Fruta y verdura","Medio melón piel de sapo",1
2023-01-12,jueves,"Fruta y verdura","Medio repollo liso",7
2023-01-12,jueves,"Fruta y verdura","Medio repollo rizado",12
2023-01-12,jueves,"Fruta y verdura","Melón piel de sapo",17
2023-01-12,jueves,"Fruta y verdura","Mix de verduras jardinera para micro",12
2023-01-12,jueves,"Fruta y verdura","Mix de verduras paisana para micro",23
2023-01-12,jueves,"Fruta y verdura",Moras,10
2023-01-12,jueves,"Fruta y verdura","Naranja para mesa",10
2023-01-12,jueves,"Fruta y verdura",Naranjas,21
2023-01-12,jueves,"Fruta y verdura","Nectarina pulpa blanca",20
2023-01-12,jueves,"Fruta y verdura","Palitos de zanahoria",28
2023-01-12,jueves,"Fruta y verdura",Papaya,18
2023-01-12,jueves,"Fruta y verdura",Paraguayo,0
2023-01-12,jueves,"Fruta y verdura",Patata,20
2023-01-12,jueves,"Fruta y verdura","Patata para micro",16
2023-01-12,jueves,"Fruta y verdura",Patatas,45
2023-01-12,jueves,"Fruta y verdura","Patatas especial para freir",22
2023-01-12,jueves,"Fruta y verdura","Patatas guarnición",12
2023-01-12,jueves,"Fruta y verdura","Patatas rojas",7
2023-01-12,jueves,"Fruta y verdura",Pepino,29
2023-01-12,jueves,"Fruta y verdura","Pepino holandés",10
2023-01-12,jueves,"Fruta y verdura",Pepinos,17
2023-01-12,jueves,"Fruta y verdura","Pera Conferencia",2
2023-01-12,jueves,"Fruta y verdura","Pera Ercolina",24
2023-01-12,jueves,"Fruta y verdura","Peras Conferencia",16
2023-01-12,jueves,"Fruta y verdura","Perejil troceado",8
2023-01-12,jueves,"Fruta y verdura","Picada de ajo y Perejil",0
2023-01-12,jueves,"Fruta y verdura","Pimiento rojo",7
2023-01-12,jueves,"Fruta y verdura","Pimiento verde",7
2023-01-12,jueves,"Fruta y verdura","Pimiento verde freír",26
2023-01-12,jueves,"Fruta y verdura","Pimientos rojos picantes",8
2023-01-12,jueves,"Fruta y verdura","Pimientos semipicantes",9
2023-01-12,jueves,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",30
2023-01-12,jueves,"Fruta y verdura",Piña,9
2023-01-12,jueves,"Fruta y verdura","Piña natural a rodajas",2
2023-01-12,jueves,"Fruta y verdura","Plátano de Canarias",21
2023-01-12,jueves,"Fruta y verdura","Plátano macho",16
2023-01-12,jueves,"Fruta y verdura",Pomelo,2
2023-01-12,jueves,"Fruta y verdura","Preparado de verdura para cocido",30
2023-01-12,jueves,"Fruta y verdura",Puerros,14
2023-01-12,jueves,"Fruta y verdura",Rabanitos,20
2023-01-12,jueves,"Fruta y verdura","Rama de Tomates",27
2023-01-12,jueves,"Fruta y verdura","Remolacha cocida y pelada",23
2023-01-12,jueves,"Fruta y verdura","Repollo liso",1
2023-01-12,jueves,"Fruta y verdura","Repollo rizado",21
2023-01-12,jueves,"Fruta y verdura","Rúcula base para ensalada",20
2023-01-12,jueves,"Fruta y verdura","Salteado de setas laminadas",12
2023-01-12,jueves,"Fruta y verdura","Sandía baja en semillas",7
2023-01-12,jueves,"Fruta y verdura",Seta,19
2023-01-12,jueves,"Fruta y verdura","Seta laminada",25
2023-01-12,jueves,"Fruta y verdura","Seta shiitake",5
2023-01-12,jueves,"Fruta y verdura","Setas al plato con perejil",0
2023-01-12,jueves,"Fruta y verdura","Sopa juliana para micro",15
2023-01-12,jueves,"Fruta y verdura","Tomate canario",19
2023-01-12,jueves,"Fruta y verdura","Tomate ensalada",29
2023-01-12,jueves,"Fruta y verdura","Tomate kumato negro",29
2023-01-12,jueves,"Fruta y verdura","Tomate pera",17
2023-01-12,jueves,"Fruta y verdura","Tomate rallado",27
2023-01-12,jueves,"Fruta y verdura","Tomate rosa",15
2023-01-12,jueves,"Fruta y verdura",Tomates,20
2023-01-12,jueves,"Fruta y verdura","Tomates cherry",10
2023-01-12,jueves,"Fruta y verdura","Tomates cherry en rama Dulcita",3
2023-01-12,jueves,"Fruta y verdura","Tomates cherry pera kumato",12
2023-01-12,jueves,"Fruta y verdura","Tomates kumato negro",11
2023-01-12,jueves,"Fruta y verdura","Tomates pera",23
2023-01-12,jueves,"Fruta y verdura","Uva blanca sin semillas",13
2023-01-12,jueves,"Fruta y verdura","Uva roja sin semillas",28
2023-01-12,jueves,"Fruta y verdura","Wraps Texas",22
2023-01-12,jueves,"Fruta y verdura",Yuca,27
2023-01-12,jueves,"Fruta y verdura","Zanahoria rallada base para ensalada",29
2023-01-12,jueves,"Fruta y verdura",Zanahorias,30
2023-01-19,jueves,"Fruta y verdura","1/4 Sandía baja en semillas",3
2023-01-19,jueves,"Fruta y verdura","3 Vegetales para micro",12
2023-01-19,jueves,"Fruta y verdura","Acelgas cortadas",11
2023-01-19,jueves,"Fruta y verdura",Aguacate,10
2023-01-19,jueves,"Fruta y verdura",Aguacates,5
2023-01-19,jueves,"Fruta y verdura","Ajo negro dientes pelados",23
2023-01-19,jueves,"Fruta y verdura","Ajos morados",23
2023-01-19,jueves,"Fruta y verdura",Albahaca,7
2023-01-19,jueves,"Fruta y verdura",Albaricoque,23
2023-01-19,jueves,"Fruta y verdura","Apio verde",15
2023-01-19,jueves,"Fruta y verdura",Arándanos,26
2023-01-19,jueves,"Fruta y verdura",Banana,19
2023-01-19,jueves,"Fruta y verdura",Batata,3
2023-01-19,jueves,"Fruta y verdura","Batata para micro",10
2023-01-19,jueves,"Fruta y verdura",Berenjena,25
2023-01-19,jueves,"Fruta y verdura",Bimi,3
2023-01-19,jueves,"Fruta y verdura",Brócoli,30
2023-01-19,jueves,"Fruta y verdura","Calabacín blanco",0
2023-01-19,jueves,"Fruta y verdura","Calabacín verde",4
2023-01-19,jueves,"Fruta y verdura","Calabaza cacahuete cortada a trozos",13
2023-01-19,jueves,"Fruta y verdura","Canónigos base para ensalada",27
2023-01-19,jueves,"Fruta y verdura",Cebollas,10
2023-01-19,jueves,"Fruta y verdura","Cebollas dulces",22
2023-01-19,jueves,"Fruta y verdura","Cebollas rojas",9
2023-01-19,jueves,"Fruta y verdura","Cebollas tiernas",28
2023-01-19,jueves,"Fruta y verdura",Cebollino,5
2023-01-19,jueves,"Fruta y verdura",Cereza,18
2023-01-19,jueves,"Fruta y verdura","Champiñón grande",24
2023-01-19,jueves,"Fruta y verdura","Champiñón laminado limpio",24
2023-01-19,jueves,"Fruta y verdura","Champiñón pequeño",25
2023-01-19,jueves,"Fruta y verdura","Champiñón Portobello",23
2023-01-19,jueves,"Fruta y verdura",Cilantro,19
2023-01-19,jueves,"Fruta y verdura","Ciruela roja",27
2023-01-19,jueves,"Fruta y verdura","Cogollos corazón de lechuga",1
2023-01-19,jueves,"Fruta y verdura","Cogollos de lechuga",11
2023-01-19,jueves,"Fruta y verdura","Col lombarda",28
2023-01-19,jueves,"Fruta y verdura",Coliflor,30
2023-01-19,jueves,"Fruta y verdura",Endibias,27
2023-01-19,jueves,"Fruta y verdura","Ensalada California",2
2023-01-19,jueves,"Fruta y verdura","Ensalada César",14
2023-01-19,jueves,"Fruta y verdura","Ensalada de la casa",29
2023-01-19,jueves,"Fruta y verdura","Ensalada de pasta",3
2023-01-19,jueves,"Fruta y verdura","Ensalada de pasta Listo para Comer",9
2023-01-19,jueves,"Fruta y verdura","Ensalada ensatún",25
2023-01-19,jueves,"Fruta y verdura","Ensalada jamón",16
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla 4 estaciones",7
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla brotes tiernos",7
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",16
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",16
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla fresca",10
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla gourmet",2
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla gourmet maxi",22
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla primavera",12
2023-01-19,jueves,"Fruta y verdura","Ensalada mezcla tierna",8
2023-01-19,jueves,"Fruta y verdura","Ensalada mil islas",9
2023-01-19,jueves,"Fruta y verdura","Ensalada queso de cabra",25
2023-01-19,jueves,"Fruta y verdura","Escarola rizada",9
2023-01-19,jueves,"Fruta y verdura","Escarola rizada base para ensalada",28
2023-01-19,jueves,"Fruta y verdura","Espárrago verde fino",13
2023-01-19,jueves,"Fruta y verdura","Espárrago verde grueso",20
2023-01-19,jueves,"Fruta y verdura","Espinaca baby base para ensalada",30
2023-01-19,jueves,"Fruta y verdura","Espinacas cortadas",21
2023-01-19,jueves,"Fruta y verdura","Floretas de brócoli para micro",30
2023-01-19,jueves,"Fruta y verdura",Frambuesas,12
2023-01-19,jueves,"Fruta y verdura",Fresas,2
2023-01-19,jueves,"Fruta y verdura","Guacamole Hacendado",28
2023-01-19,jueves,"Fruta y verdura",Hierbabuena,15
2023-01-19,jueves,"Fruta y verdura",Jengibre,21
2023-01-19,jueves,"Fruta y verdura","Judía verde plana",36
2023-01-19,jueves,"Fruta y verdura","Judía verde redonda",16
2023-01-19,jueves,"Fruta y verdura","Kiwi verde",12
2023-01-19,jueves,"Fruta y verdura","Kiwis amarillos",5
2023-01-19,jueves,"Fruta y verdura","Kiwis verdes",29
2023-01-19,jueves,"Fruta y verdura","Lechuga corazón romana",18
2023-01-19,jueves,"Fruta y verdura","Lechuga hoja roble",30
2023-01-19,jueves,"Fruta y verdura","Lechuga iceberg",7
2023-01-19,jueves,"Fruta y verdura","Lechuga iceberg base para ensalada",26
2023-01-19,jueves,"Fruta y verdura","Lechuga romana cortada",4
2023-01-19,jueves,"Fruta y verdura","Lechugas corazón romana",10
2023-01-19,jueves,"Fruta y verdura",Limas,9
2023-01-19,jueves,"Fruta y verdura",Limón,21
2023-01-19,jueves,"Fruta y verdura",Limones,2
2023-01-19,jueves,"Fruta y verdura","Maíz dulce en mazorca",1
2023-01-19,jueves,"Fruta y verdura","Maíz dulce en mazorca cocido",15
2023-01-19,jueves,"Fruta y verdura",Mango,29
2023-01-19,jueves,"Fruta y verdura","Manzana Crimson Snow",22
2023-01-19,jueves,"Fruta y verdura","Manzana Golden",17
2023-01-19,jueves,"Fruta y verdura","Manzana Granny Smith",3
2023-01-19,jueves,"Fruta y verdura","Manzana Story",28
2023-01-19,jueves,"Fruta y verdura","Manzanas Crimson Snow",28
2023-01-19,jueves,"Fruta y verdura","Manzanas Golden",22
2023-01-19,jueves,"Fruta y verdura","Media col lombarda",29
2023-01-19,jueves,"Fruta y verdura","Media papaya",5
2023-01-19,jueves,"Fruta y verdura","Media piña",24
2023-01-19,jueves,"Fruta y verdura","Media sandía baja en semillas",8
2023-01-19,jueves,"Fruta y verdura","Medio melón piel de sapo",24
2023-01-19,jueves,"Fruta y verdura","Medio repollo liso",22
