fecha,dia_semana,categoria,producto,venta_total
2023-01-02,lunes,"Fruta y verdura","Escarola rizada",38
2023-01-02,lunes,"Fruta y verdura","Escarola rizada base para ensalada",37
2023-01-02,lunes,"Fruta y verdura","Espárrago verde fino",31
2023-01-02,lunes,"Fruta y verdura","Espárrago verde grueso",30
2023-01-02,lunes,"Fruta y verdura","Espinaca baby base para ensalada",17
2023-01-02,lunes,"Fruta y verdura","Espinacas cortadas",41
2023-01-02,lunes,"Fruta y verdura","Floretas de brócoli para micro",32
2023-01-02,lunes,"Fruta y verdura",Frambuesas,26
2023-01-02,lunes,"Fruta y verdura",Fresas,11
2023-01-02,lunes,"Fruta y verdura","Guacamole Hacendado",64
2023-01-02,lunes,"Fruta y verdura",Hierbabuena,41
2023-01-02,lunes,"Fruta y verdura",Jengibre,16
2023-01-02,lunes,"Fruta y verdura","Judía verde plana",39
2023-01-02,lunes,"Fruta y verdura","Judía verde redonda",36
2023-01-02,lunes,"Fruta y verdura","Kiwi verde",22
2023-01-02,lunes,"Fruta y verdura","Kiwis amarillos",3
2023-01-02,lunes,"Fruta y verdura","Kiwis verdes",42
2023-01-02,lunes,"Fruta y verdura","Lechuga corazón romana",32
2023-01-02,lunes,"Fruta y verdura","Lechuga hoja roble",19
2023-01-02,lunes,"Fruta y verdura","Lechuga iceberg",45
2023-01-02,lunes,"Fruta y verdura","Lechuga iceberg base para ensalada",19
2023-01-02,lunes,"Fruta y verdura","Lechuga romana cortada",45
2023-01-02,lunes,"Fruta y verdura","Lechugas corazón romana",24
2023-01-02,lunes,"Fruta y verdura",Limas,44
2023-01-02,lunes,"Fruta y verdura",Limón,26
2023-01-02,lunes,"Fruta y verdura",Limones,6
2023-01-02,lunes,"Fruta y verdura","Maíz dulce en mazorca",30
2023-01-02,lunes,"Fruta y verdura","Maíz dulce en mazorca cocido",33
2023-01-02,lunes,"Fruta y verdura",Mango,4
2023-01-02,lunes,"Fruta y verdura","Manzana Crimson Snow",4
2023-01-02,lunes,"Fruta y verdura","Manzana Golden",44
2023-01-02,lunes,"Fruta y verdura","Manzana Granny Smith",25
2023-01-02,lunes,"Fruta y verdura","Manzana Story",3
2023-01-02,lunes,"Fruta y verdura","Manzanas Crimson Snow",1
2023-01-02,lunes,"Fruta y verdura","Manzanas Golden",7
2023-01-02,lunes,"Fruta y verdura","Media col lombarda",31
2023-01-02,lunes,"Fruta y verdura","Media papaya",1
2023-01-02,lunes,"Fruta y verdura","Media piña",29
2023-01-02,lunes,"Fruta y verdura","Media sandía baja en semillas",26
2023-01-02,lunes,"Fruta y verdura","Medio melón piel de sapo",27
2023-01-02,lunes,"Fruta y verdura","Medio repollo liso",22
2023-01-02,lunes,"Fruta y verdura","Medio repollo rizado",35
2023-01-02,lunes,"Fruta y verdura","Melón piel de sapo",26
2023-01-02,lunes,"Fruta y verdura","Mix de verduras jardinera para micro",6
2023-01-02,lunes,"Fruta y verdura","Mix de verduras paisana para micro",3
2023-01-02,lunes,"Fruta y verdura",Moras,7
2023-01-02,lunes,"Fruta y verdura","Naranja para mesa",43
2023-01-02,lunes,"Fruta y verdura",Naranjas,61
2023-01-02,lunes,"Fruta y verdura","Nectarina pulpa blanca",18
2023-01-02,lunes,"Fruta y verdura","Palitos de zanahoria",6
2023-01-02,lunes,"Fruta y verdura",Papaya,23
2023-01-02,lunes,"Fruta y verdura",Paraguayo,30
2023-01-02,lunes,"Fruta y verdura",Patata,16
2023-01-02,lunes,"Fruta y verdura","Patata para micro",4
2023-01-02,lunes,"Fruta y verdura",Patatas,37
2023-01-02,lunes,"Fruta y verdura","Patatas especial para freir",21
2023-01-02,lunes,"Fruta y verdura","Patatas guarnición",16
2023-01-02,lunes,"Fruta y verdura","Patatas rojas",13
2023-01-02,lunes,"Fruta y verdura",Pepino,44
2023-01-02,lunes,"Fruta y verdura","Pepino holandés",19
2023-01-02,lunes,"Fruta y verdura",Pepinos,6
2023-01-02,lunes,"Fruta y verdura","Pera Conferencia",4
2023-01-02,lunes,"Fruta y verdura","Pera Ercolina",39
2023-01-02,lunes,"Fruta y verdura","Peras Conferencia",24
2023-01-02,lunes,"Fruta y verdura","Perejil troceado",13
2023-01-02,lunes,"Fruta y verdura","Picada de ajo y Perejil",30
2023-01-02,lunes,"Fruta y verdura","Pimiento rojo",42
2023-01-02,lunes,"Fruta y verdura","Pimiento verde",16
2023-01-02,lunes,"Fruta y verdura","Pimiento verde freír",44
2023-01-02,lunes,"Fruta y verdura","Pimientos rojos picantes",5
2023-01-02,lunes,"Fruta y verdura","Pimientos semipicantes",10
2023-01-02,lunes,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",34
2023-01-02,lunes,"Fruta y verdura",Piña,19
2023-01-02,lunes,"Fruta y verdura","Piña natural a rodajas",41
2023-01-02,lunes,"Fruta y verdura","Plátano de Canarias",10
2023-01-02,lunes,"Fruta y verdura","Plátano macho",5
2023-01-02,lunes,"Fruta y verdura",Pomelo,1
2023-01-02,lunes,"Fruta y verdura","Preparado de verdura para cocido",33
2023-01-02,lunes,"Fruta y verdura",Puerros,7
2023-01-02,lunes,"Fruta y verdura",Rabanitos,39
2023-01-02,lunes,"Fruta y verdura","Rama de Tomates",24
2023-01-02,lunes,"Fruta y verdura","Remolacha cocida y pelada",20
2023-01-02,lunes,"Fruta y verdura","Repollo liso",28
2023-01-02,lunes,"Fruta y verdura","Repollo rizado",6
2023-01-02,lunes,"Fruta y verdura","Rúcula base para ensalada",45
2023-01-02,lunes,"Fruta y verdura","Salteado de setas laminadas",35
2023-01-02,lunes,"Fruta y verdura","Sandía baja en semillas",44
2023-01-02,lunes,"Fruta y verdura",Seta,40
2023-01-02,lunes,"Fruta y verdura","Seta laminada",31
2023-01-02,lunes,"Fruta y verdura","Seta shiitake",37
2023-01-02,lunes,"Fruta y verdura","Setas al plato con perejil",18
2023-01-02,lunes,"Fruta y verdura","Sopa juliana para micro",13
2023-01-02,lunes,"Fruta y verdura","Tomate canario",6
2023-01-02,lunes,"Fruta y verdura","Tomate ensalada",65
2023-01-02,lunes,"Fruta y verdura","Tomate kumato negro",13
2023-01-02,lunes,"Fruta y verdura","Tomate pera",3
2023-01-02,lunes,"Fruta y verdura","Tomate rallado",1
2023-01-02,lunes,"Fruta y verdura","Tomate rosa",10
2023-01-02,lunes,"Fruta y verdura",Tomates,3
2023-01-02,lunes,"Fruta y verdura","Tomates cherry",4
2023-01-02,lunes,"Fruta y verdura","Tomates cherry en rama Dulcita",20
2023-01-02,lunes,"Fruta y verdura","Tomates cherry pera kumato",43
2023-01-02,lunes,"Fruta y verdura","Tomates kumato negro",37
2023-01-02,lunes,"Fruta y verdura","Tomates pera",24
2023-01-02,lunes,"Fruta y verdura","Uva blanca sin semillas",28
2023-01-02,lunes,"Fruta y verdura","Uva roja sin semillas",2
2023-01-02,lunes,"Fruta y verdura","Wraps Texas",26
2023-01-02,lunes,"Fruta y verdura",Yuca,15
2023-01-02,lunes,"Fruta y verdura","Zanahoria rallada base para ensalada",1
2023-01-02,lunes,"Fruta y verdura",Zanahorias,34
2023-01-03,martes,"Fruta y verdura","1/4 Sandía baja en semillas",18
2023-01-03,martes,"Fruta y verdura","3 Vegetales para micro",23
2023-01-03,martes,"Fruta y verdura","Acelgas cortadas",28
2023-01-03,martes,"Fruta y verdura",Aguacate,7
2023-01-03,martes,"Fruta y verdura",Aguacates,17
2023-01-03,martes,"Fruta y verdura","Ajo negro dientes pelados",4
2023-01-03,martes,"Fruta y verdura","Ajos morados",13
2023-01-03,martes,"Fruta y verdura",Albahaca,30
2023-01-03,martes,"Fruta y verdura",Albaricoque,26
2023-01-03,martes,"Fruta y verdura","Apio verde",14
2023-01-03,martes,"Fruta y verdura",Arándanos,26
2023-01-03,martes,"Fruta y verdura",Banana,30
2023-01-03,martes,"Fruta y verdura",Batata,4
2023-01-03,martes,"Fruta y verdura","Batata para micro",22
2023-01-03,martes,"Fruta y verdura",Berenjena,16
2023-01-03,martes,"Fruta y verdura",Bimi,8
2023-01-03,martes,"Fruta y verdura",Brócoli,23
2023-01-03,martes,"Fruta y verdura","Calabacín blanco",17
2023-01-03,martes,"Fruta y verdura","Calabacín verde",17
2023-01-03,martes,"Fruta y verdura","Calabaza cacahuete cortada a trozos",4
2023-01-03,martes,"Fruta y verdura","Canónigos base para ensalada",30
2023-01-03,martes,"Fruta y verdura",Cebollas,49
2023-01-03,martes,"Fruta y verdura","Cebollas dulces",16
2023-01-03,martes,"Fruta y verdura","Cebollas rojas",12
2023-01-03,martes,"Fruta y verdura","Cebollas tiernas",14
2023-01-03,martes,"Fruta y verdura",Cebollino,2
2023-01-03,martes,"Fruta y verdura",Cereza,16
2023-01-03,martes,"Fruta y verdura","Champiñón grande",1
2023-01-03,martes,"Fruta y verdura","Champiñón laminado limpio",8
2023-01-03,martes,"Fruta y verdura","Champiñón pequeño",23
2023-01-03,martes,"Fruta y verdura","Champiñón Portobello",22
2023-01-03,martes,"Fruta y verdura",Cilantro,19
2023-01-03,martes,"Fruta y verdura","Ciruela roja",19
2023-01-03,martes,"Fruta y verdura","Cogollos corazón de lechuga",5
2023-01-03,martes,"Fruta y verdura","Cogollos de lechuga",0
2023-01-03,martes,"Fruta y verdura","Col lombarda",20
2023-01-03,martes,"Fruta y verdura",Coliflor,14
2023-01-03,martes,"Fruta y verdura",Endibias,27
2023-01-03,martes,"Fruta y verdura","Ensalada California",30
2023-01-03,martes,"Fruta y verdura","Ensalada César",13
2023-01-03,martes,"Fruta y verdura","Ensalada de la casa",8
2023-01-03,martes,"Fruta y verdura","Ensalada de pasta",11
2023-01-03,martes,"Fruta y verdura","Ensalada de pasta Listo para Comer",28
2023-01-03,martes,"Fruta y verdura","Ensalada ensatún",16
2023-01-03,martes,"Fruta y verdura","Ensalada jamón",18
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla 4 estaciones",28
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla brotes tiernos",24
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",6
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",29
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla fresca",26
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla gourmet",8
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla gourmet maxi",16
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla primavera",24
2023-01-03,martes,"Fruta y verdura","Ensalada mezcla tierna",8
2023-01-03,martes,"Fruta y verdura","Ensalada mil islas",9
2023-01-03,martes,"Fruta y verdura","Ensalada queso de cabra",12
2023-01-03,martes,"Fruta y verdura","Escarola rizada",13
2023-01-03,martes,"Fruta y verdura","Escarola rizada base para ensalada",0
2023-01-03,martes,"Fruta y verdura","Espárrago verde fino",8
2023-01-03,martes,"Fruta y verdura","Espárrago verde grueso",9
2023-01-03,martes,"Fruta y verdura","Espinaca baby base para ensalada",30
2023-01-03,martes,"Fruta y verdura","Espinacas cortadas",17
2023-01-03,martes,"Fruta y verdura","Floretas de brócoli para micro",3
2023-01-03,martes,"Fruta y verdura",Frambuesas,22
2023-01-03,martes,"Fruta y verdura",Fresas,23
2023-01-03,martes,"Fruta y verdura","Guacamole Hacendado",23
2023-01-03,martes,"Fruta y verdura",Hierbabuena,6
2023-01-03,martes,"Fruta y verdura",Jengibre,10
2023-01-03,martes,"Fruta y verdura","Judía verde plana",23
2023-01-03,martes,"Fruta y verdura","Judía verde redonda",17
2023-01-03,martes,"Fruta y verdura","Kiwi verde",26
2023-01-03,martes,"Fruta y verdura","Kiwis amarillos",18
2023-01-03,martes,"Fruta y verdura","Kiwis verdes",15
2023-01-03,martes,"Fruta y verdura","Lechuga corazón romana",21
2023-01-03,martes,"Fruta y verdura","Lechuga hoja roble",21
2023-01-03,martes,"Fruta y verdura","Lechuga iceberg",24
2023-01-03,martes,"Fruta y verdura","Lechuga iceberg base para ensalada",4
2023-01-03,martes,"Fruta y verdura","Lechuga romana cortada",26
2023-01-03,martes,"Fruta y verdura","Lechugas corazón romana",4
2023-01-03,martes,"Fruta y verdura",Limas,30
2023-01-03,martes,"Fruta y verdura",Limón,26
2023-01-03,martes,"Fruta y verdura",Limones,14
2023-01-03,martes,"Fruta y verdura","Maíz dulce en mazorca",25
2023-01-03,martes,"Fruta y verdura","Maíz dulce en mazorca cocido",14
2023-01-03,martes,"Fruta y verdura",Mango,23
2023-01-03,martes,"Fruta y verdura","Manzana Crimson Snow",26
2023-01-03,martes,"Fruta y verdura","Manzana Golden",3
2023-01-03,martes,"Fruta y verdura","Manzana Granny Smith",27
2023-01-03,martes,"Fruta y verdura","Manzana Story",24
2023-01-03,martes,"Fruta y verdura","Manzanas Crimson Snow",2
2023-01-03,martes,"Fruta y verdura","Manzanas Golden",1
2023-01-03,martes,"Fruta y verdura","Media col lombarda",2
2023-01-03,martes,"Fruta y verdura","Media papaya",26
2023-01-03,martes,"Fruta y verdura","Media piña",20
2023-01-03,martes,"Fruta y verdura","Media sandía baja en semillas",29
2023-01-03,martes,"Fruta y verdura","Medio melón piel de sapo",16
2023-01-03,martes,"Fruta y verdura","Medio repollo liso",25
2023-01-03,martes,"Fruta y verdura","Medio repollo rizado",13
2023-01-03,martes,"Fruta y verdura","Melón piel de sapo",3
2023-01-03,martes,"Fruta y verdura","Mix de verduras jardinera para micro",21
2023-01-03,martes,"Fruta y verdura","Mix de verduras paisana para micro",3
2023-01-03,martes,"Fruta y verdura",Moras,12
2023-01-03,martes,"Fruta y verdura","Naranja para mesa",5
2023-01-03,martes,"Fruta y verdura",Naranjas,30
2023-01-03,martes,"Fruta y verdura","Nectarina pulpa blanca",23
2023-01-03,martes,"Fruta y verdura","Palitos de zanahoria",21
2023-01-03,martes,"Fruta y verdura",Papaya,19
2023-01-03,martes,"Fruta y verdura",Paraguayo,28
2023-01-03,martes,"Fruta y verdura",Patata,11
2023-01-03,martes,"Fruta y verdura","Patata para micro",26
2023-01-03,martes,"Fruta y verdura",Patatas,18
2023-01-03,martes,"Fruta y verdura","Patatas especial para freir",3
2023-01-03,martes,"Fruta y verdura","Patatas guarnición",17
2023-01-03,martes,"Fruta y verdura","Patatas rojas",11
2023-01-03,martes,"Fruta y verdura",Pepino,19
2023-01-03,martes,"Fruta y verdura","Pepino holandés",23
2023-01-03,martes,"Fruta y verdura",Pepinos,30
2023-01-03,martes,"Fruta y verdura","Pera Conferencia",10
2023-01-03,martes,"Fruta y verdura","Pera Ercolina",18
2023-01-03,martes,"Fruta y verdura","Peras Conferencia",22
2023-01-03,martes,"Fruta y verdura","Perejil troceado",11
2023-01-03,martes,"Fruta y verdura","Picada de ajo y Perejil",5
2023-01-03,martes,"Fruta y verdura","Pimiento rojo",8
2023-01-03,martes,"Fruta y verdura","Pimiento verde",0
2023-01-03,martes,"Fruta y verdura","Pimiento verde freír",23
2023-01-03,martes,"Fruta y verdura","Pimientos rojos picantes",28
2023-01-03,martes,"Fruta y verdura","Pimientos semipicantes",11
2023-01-03,martes,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",8
2023-01-03,martes,"Fruta y verdura",Piña,21
2023-01-03,martes,"Fruta y verdura","Piña natural a rodajas",10
2023-01-03,martes,"Fruta y verdura","Plátano de Canarias",19
2023-01-03,martes,"Fruta y verdura","Plátano macho",11
2023-01-03,martes,"Fruta y verdura",Pomelo,21
2023-01-03,martes,"Fruta y verdura","Preparado de verdura para cocido",28
2023-01-03,martes,"Fruta y verdura",Puerros,20
2023-01-03,martes,"Fruta y verdura",Rabanitos,8
2023-01-03,martes,"Fruta y verdura","Rama de Tomates",7
2023-01-03,martes,"Fruta y verdura","Remolacha cocida y pelada",0
2023-01-03,martes,"Fruta y verdura","Repollo liso",24
2023-01-03,martes,"Fruta y verdura","Repollo rizado",18
2023-01-03,martes,"Fruta y verdura","Rúcula base para ensalada",1
2023-01-03,martes,"Fruta y verdura","Salteado de setas laminadas",8
2023-01-03,martes,"Fruta y verdura","Sandía baja en semillas",21
2023-01-03,martes,"Fruta y verdura",Seta,17
2023-01-03,martes,"Fruta y verdura","Seta laminada",8
2023-01-03,martes,"Fruta y verdura","Seta shiitake",8
2023-01-03,martes,"Fruta y verdura","Setas al plato con perejil",15
2023-01-03,martes,"Fruta y verdura","Sopa juliana para micro",30
2023-01-03,martes,"Fruta y verdura","Tomate canario",13
2023-01-03,martes,"Fruta y verdura","Tomate ensalada",17
2023-01-03,martes,"Fruta y verdura","Tomate kumato negro",13
2023-01-03,martes,"Fruta y verdura","Tomate pera",7
2023-01-03,martes,"Fruta y verdura","Tomate rallado",6
2023-01-03,martes,"Fruta y verdura","Tomate rosa",18
2023-01-03,martes,"Fruta y verdura",Tomates,3
2023-01-03,martes,"Fruta y verdura","Tomates cherry",29
2023-01-03,martes,"Fruta y verdura","Tomates cherry en rama Dulcita",3
2023-01-03,martes,"Fruta y verdura","Tomates cherry pera kumato",13
2023-01-03,martes,"Fruta y verdura","Tomates kumato negro",0
2023-01-03,martes,"Fruta y verdura","Tomates pera",5
2023-01-03,martes,"Fruta y verdura","Uva blanca sin semillas",10
2023-01-03,martes,"Fruta y verdura","Uva roja sin semillas",3
2023-01-03,martes,"Fruta y verdura","Wraps Texas",16
2023-01-03,martes,"Fruta y verdura",Yuca,17
2023-01-03,martes,"Fruta y verdura","Zanahoria rallada base para ensalada",27
2023-01-03,martes,"Fruta y verdura",Zanahorias,29
2023-01-04,miércoles,"Fruta y verdura","1/4 Sandía baja en semillas",6
2023-01-04,miércoles,"Fruta y verdura","3 Vegetales para micro",1
2023-01-04,miércoles,"Fruta y verdura","Acelgas cortadas",13
2023-01-04,miércoles,"Fruta y verdura",Aguacate,10
2023-01-04,miércoles,"Fruta y verdura",Aguacates,28
2023-01-04,miércoles,"Fruta y verdura","Ajo negro dientes pelados",35
2023-01-04,miércoles,"Fruta y verdura","Ajos morados",57
2023-01-04,miércoles,"Fruta y verdura",Albahaca,8
2023-01-04,miércoles,"Fruta y verdura",Albaricoque,22
2023-01-04,miércoles,"Fruta y verdura","Apio verde",15
2023-01-04,miércoles,"Fruta y verdura",Arándanos,18
2023-01-04,miércoles,"Fruta y verdura",Banana,6
2023-01-04,miércoles,"Fruta y verdura",Batata,14
2023-01-04,miércoles,"Fruta y verdura","Batata para micro",21
2023-01-04,miércoles,"Fruta y verdura",Berenjena,23
2023-01-04,miércoles,"Fruta y verdura",Bimi,23
2023-01-04,miércoles,"Fruta y verdura",Brócoli,33
2023-01-04,miércoles,"Fruta y verdura","Calabacín blanco",35
2023-01-04,miércoles,"Fruta y verdura","Calabacín verde",15
2023-01-04,miércoles,"Fruta y verdura","Calabaza cacahuete cortada a trozos",25
2023-01-04,miércoles,"Fruta y verdura","Canónigos base para ensalada",1
2023-01-04,miércoles,"Fruta y verdura",Cebollas,52
2023-01-04,miércoles,"Fruta y verdura","Cebollas dulces",13
2023-01-04,miércoles,"Fruta y verdura","Cebollas rojas",0
2023-01-04,miércoles,"Fruta y verdura","Cebollas tiernas",33
2023-01-04,miércoles,"Fruta y verdura",Cebollino,27
2023-01-04,miércoles,"Fruta y verdura",Cereza,51
2023-01-04,miércoles,"Fruta y verdura","Champiñón grande",17
2023-01-04,miércoles,"Fruta y verdura","Champiñón laminado limpio",16
2023-01-04,miércoles,"Fruta y verdura","Champiñón pequeño",9
2023-01-04,miércoles,"Fruta y verdura","Champiñón Portobello",10
2023-01-04,miércoles,"Fruta y verdura",Cilantro,27
2023-01-04,miércoles,"Fruta y verdura","Ciruela roja",13
2023-01-04,miércoles,"Fruta y verdura","Cogollos corazón de lechuga",13
2023-01-04,miércoles,"Fruta y verdura","Cogollos de lechuga",29
2023-01-04,miércoles,"Fruta y verdura","Col lombarda",34
2023-01-04,miércoles,"Fruta y verdura",Coliflor,31
2023-01-04,miércoles,"Fruta y verdura",Endibias,22
2023-01-04,miércoles,"Fruta y verdura","Ensalada California",6
2023-01-04,miércoles,"Fruta y verdura","Ensalada César",3
2023-01-04,miércoles,"Fruta y verdura","Ensalada de la casa",8
2023-01-04,miércoles,"Fruta y verdura","Ensalada de pasta",6
2023-01-04,miércoles,"Fruta y verdura","Ensalada de pasta Listo para Comer",33
2023-01-04,miércoles,"Fruta y verdura","Ensalada ensatún",14
2023-01-04,miércoles,"Fruta y verdura","Ensalada jamón",25
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla 4 estaciones",8
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla brotes tiernos",14
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",9
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",23
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla fresca",26
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla gourmet",30
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla gourmet maxi",0
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla primavera",18
2023-01-04,miércoles,"Fruta y verdura","Ensalada mezcla tierna",20
2023-01-04,miércoles,"Fruta y verdura","Ensalada mil islas",30
2023-01-04,miércoles,"Fruta y verdura","Ensalada queso de cabra",13
2023-01-04,miércoles,"Fruta y verdura","Escarola rizada",18
2023-01-04,miércoles,"Fruta y verdura","Escarola rizada base para ensalada",35
2023-01-04,miércoles,"Fruta y verdura","Espárrago verde fino",19
2023-01-04,miércoles,"Fruta y verdura","Espárrago verde grueso",25
2023-01-04,miércoles,"Fruta y verdura","Espinaca baby base para ensalada",29
2023-01-04,miércoles,"Fruta y verdura","Espinacas cortadas",22
2023-01-04,miércoles,"Fruta y verdura","Floretas de brócoli para micro",4
2023-01-04,miércoles,"Fruta y verdura",Frambuesas,8
2023-01-04,miércoles,"Fruta y verdura",Fresas,32
2023-01-04,miércoles,"Fruta y verdura","Guacamole Hacendado",36
2023-01-04,miércoles,"Fruta y verdura",Hierbabuena,6
2023-01-04,miércoles,"Fruta y verdura",Jengibre,23
2023-01-04,miércoles,"Fruta y verdura","Judía verde plana",39
2023-01-04,miércoles,"Fruta y verdura","Judía verde redonda",1
2023-01-04,miércoles,"Fruta y verdura","Kiwi verde",16
2023-01-04,miércoles,"Fruta y verdura","Kiwis amarillos",17
2023-01-04,miércoles,"Fruta y verdura","Kiwis verdes",10
2023-01-04,miércoles,"Fruta y verdura","Lechuga corazón romana",21
2023-01-04,miércoles,"Fruta y verdura","Lechuga hoja roble",10
2023-01-04,miércoles,"Fruta y verdura","Lechuga iceberg",21
2023-01-04,miércoles,"Fruta y verdura","Lechuga iceberg base para ensalada",8
2023-01-04,miércoles,"Fruta y verdura","Lechuga romana cortada",18
2023-01-04,miércoles,"Fruta y verdura","Lechugas corazón romana",1
2023-01-04,miércoles,"Fruta y verdura",Limas,29
2023-01-04,miércoles,"Fruta y verdura",Limón,34
2023-01-04,miércoles,"Fruta y verdura",Limones,24
2023-01-04,miércoles,"Fruta y verdura","Maíz dulce en mazorca",27
2023-01-04,miércoles,"Fruta y verdura","Maíz dulce en mazorca cocido",22
2023-01-04,miércoles,"Fruta y verdura",Mango,35
2023-01-04,miércoles,"Fruta y verdura","Manzana Crimson Snow",22
2023-01-04,miércoles,"Fruta y verdura","Manzana Golden",35
2023-01-04,miércoles,"Fruta y verdura","Manzana Granny Smith",13
2023-01-04,miércoles,"Fruta y verdura","Manzana Story",15
2023-01-04,miércoles,"Fruta y verdura","Manzanas Crimson Snow",1
2023-01-04,miércoles,"Fruta y verdura","Manzanas Golden",21
2023-01-04,miércoles,"Fruta y verdura","Media col lombarda",13
2023-01-04,miércoles,"Fruta y verdura","Media papaya",6
2023-01-04,miércoles,"Fruta y verdura","Media piña",32
2023-01-04,miércoles,"Fruta y verdura","Media sandía baja en semillas",32
2023-01-04,miércoles,"Fruta y verdura","Medio melón piel de sapo",34
2023-01-04,miércoles,"Fruta y verdura","Medio repollo liso",35
2023-01-04,miércoles,"Fruta y verdura","Medio repollo rizado",1
2023-01-04,miércoles,"Fruta y verdura","Melón piel de sapo",33
