fecha,dia_semana,categoria,producto,venta_total
2023-01-13,viernes,"Fruta y verdura","Escarola rizada base para ensalada",36
2023-01-13,viernes,"Fruta y verdura","Espárrago verde fino",30
2023-01-13,viernes,"Fruta y verdura","Espárrago verde grueso",31
2023-01-13,viernes,"Fruta y verdura","Espinaca baby base para ensalada",50
2023-01-13,viernes,"Fruta y verdura","Espinacas cortadas",31
2023-01-13,viernes,"Fruta y verdura","Floretas de brócoli para micro",16
2023-01-13,viernes,"Fruta y verdura",Frambuesas,12
2023-01-13,viernes,"Fruta y verdura",Fresas,8
2023-01-13,viernes,"Fruta y verdura","Guacamole Hacendado",32
2023-01-13,viernes,"Fruta y verdura",Hierbabuena,19
2023-01-13,viernes,"Fruta y verdura",Jengibre,16
2023-01-13,viernes,"Fruta y verdura","Judía verde plana",59
2023-01-13,viernes,"Fruta y verdura","Judía verde redonda",36
2023-01-13,viernes,"Fruta y verdura","Kiwi verde",48
2023-01-13,viernes,"Fruta y verdura","Kiwis amarillos",20
2023-01-13,viernes,"Fruta y verdura","Kiwis verdes",44
2023-01-13,viernes,"Fruta y verdura","Lechuga corazón romana",39
2023-01-13,viernes,"Fruta y verdura","Lechuga hoja roble",37
2023-01-13,viernes,"Fruta y verdura","Lechuga iceberg",27
2023-01-13,viernes,"Fruta y verdura","Lechuga iceberg base para ensalada",41
2023-01-13,viernes,"Fruta y verdura","Lechuga romana cortada",32
2023-01-13,viernes,"Fruta y verdura","Lechugas corazón romana",8
2023-01-13,viernes,"Fruta y verdura",Limas,26
2023-01-13,viernes,"Fruta y verdura",Limón,13
2023-01-13,viernes,"Fruta y verdura",Limones,21
2023-01-13,viernes,"Fruta y verdura","Maíz dulce en mazorca",24
2023-01-13,viernes,"Fruta y verdura","Maíz dulce en mazorca cocido",17
2023-01-13,viernes,"Fruta y verdura",Mango,35
2023-01-13,viernes,"Fruta y verdura","Manzana Crimson Snow",22
2023-01-13,viernes,"Fruta y verdura","Manzana Golden",17
2023-01-13,viernes,"Fruta y verdura","Manzana Granny Smith",45
2023-01-13,viernes,"Fruta y verdura","Manzana Story",5
2023-01-13,viernes,"Fruta y verdura","Manzanas Crimson Snow",39
2023-01-13,viernes,"Fruta y verdura","Manzanas Golden",28
2023-01-13,viernes,"Fruta y verdura","Media col lombarda",7
2023-01-13,viernes,"Fruta y verdura","Media papaya",39
2023-01-13,viernes,"Fruta y verdura","Media piña",11
2023-01-13,viernes,"Fruta y verdura","Media sandía baja en semillas",14
2023-01-13,viernes,"Fruta y verdura","Medio melón piel de sapo",12
2023-01-13,viernes,"Fruta y verdura","Medio repollo liso",31
2023-01-13,viernes,"Fruta y verdura","Medio repollo rizado",18
2023-01-13,viernes,"Fruta y verdura","Melón piel de sapo",47
2023-01-13,viernes,"Fruta y verdura","Mix de verduras jardinera para micro",30
2023-01-13,viernes,"Fruta y verdura","Mix de verduras paisana para micro",5
2023-01-13,viernes,"Fruta y verdura",Moras,18
2023-01-13,viernes,"Fruta y verdura","Naranja para mesa",12
2023-01-13,viernes,"Fruta y verdura",Naranjas,36
2023-01-13,viernes,"Fruta y verdura","Nectarina pulpa blanca",14
2023-01-13,viernes,"Fruta y verdura","Palitos de zanahoria",20
2023-01-13,viernes,"Fruta y verdura",Papaya,5
2023-01-13,viernes,"Fruta y verdura",Paraguayo,49
2023-01-13,viernes,"Fruta y verdura",Patata,41
2023-01-13,viernes,"Fruta y verdura","Patata para micro",37
2023-01-13,viernes,"Fruta y verdura",Patatas,57
2023-01-13,viernes,"Fruta y verdura","Patatas especial para freir",28
2023-01-13,viernes,"Fruta y verdura","Patatas guarnición",35
2023-01-13,viernes,"Fruta y verdura","Patatas rojas",23
2023-01-13,viernes,"Fruta y verdura",Pepino,31
2023-01-13,viernes,"Fruta y verdura","Pepino holandés",23
2023-01-13,viernes,"Fruta y verdura",Pepinos,50
2023-01-13,viernes,"Fruta y verdura","Pera Conferencia",44
2023-01-13,viernes,"Fruta y verdura","Pera Ercolina",11
2023-01-13,viernes,"Fruta y verdura","Peras Conferencia",20
2023-01-13,viernes,"Fruta y verdura","Perejil troceado",18
2023-01-13,viernes,"Fruta y verdura","Picada de ajo y Perejil",19
2023-01-13,viernes,"Fruta y verdura","Pimiento rojo",6
2023-01-13,viernes,"Fruta y verdura","Pimiento verde",12
2023-01-13,viernes,"Fruta y verdura","Pimiento verde freír",11
2023-01-13,viernes,"Fruta y verdura","Pimientos rojos picantes",22
2023-01-13,viernes,"Fruta y verdura","Pimientos semipicantes",26
2023-01-13,viernes,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",14
2023-01-13,viernes,"Fruta y verdura",Piña,34
2023-01-13,viernes,"Fruta y verdura","Piña natural a rodajas",30
2023-01-13,viernes,"Fruta y verdura","Plátano de Canarias",23
2023-01-13,viernes,"Fruta y verdura","Plátano macho",18
2023-01-13,viernes,"Fruta y verdura",Pomelo,39
2023-01-13,viernes,"Fruta y verdura","Preparado de verdura para cocido",19
2023-01-13,viernes,"Fruta y verdura",Puerros,13
2023-01-13,viernes,"Fruta y verdura",Rabanitos,10
2023-01-13,viernes,"Fruta y verdura","Rama de Tomates",28
2023-01-13,viernes,"Fruta y verdura","Remolacha cocida y pelada",7
2023-01-13,viernes,"Fruta y verdura","Repollo liso",37
2023-01-13,viernes,"Fruta y verdura","Repollo rizado",24
2023-01-13,viernes,"Fruta y verdura","Rúcula base para ensalada",9
2023-01-13,viernes,"Fruta y verdura","Salteado de setas laminadas",38
2023-01-13,viernes,"Fruta y verdura","Sandía baja en semillas",50
2023-01-13,viernes,"Fruta y verdura",Seta,13
2023-01-13,viernes,"Fruta y verdura","Seta laminada",49
2023-01-13,viernes,"Fruta y verdura","Seta shiitake",14
2023-01-13,viernes,"Fruta y verdura","Setas al plato con perejil",5
2023-01-13,viernes,"Fruta y verdura","Sopa juliana para micro",17
2023-01-13,viernes,"Fruta y verdura","Tomate canario",35
2023-01-13,viernes,"Fruta y verdura","Tomate ensalada",45
2023-01-13,viernes,"Fruta y verdura","Tomate kumato negro",33
2023-01-13,viernes,"Fruta y verdura","Tomate pera",24
2023-01-13,viernes,"Fruta y verdura","Tomate rallado",36
2023-01-13,viernes,"Fruta y verdura","Tomate rosa",25
2023-01-13,viernes,"Fruta y verdura",Tomates,34
2023-01-13,viernes,"Fruta y verdura","Tomates cherry",37
2023-01-13,viernes,"Fruta y verdura","Tomates cherry en rama Dulcita",19
2023-01-13,viernes,"Fruta y verdura","Tomates cherry pera kumato",33
2023-01-13,viernes,"Fruta y verdura","Tomates kumato negro",17
2023-01-13,viernes,"Fruta y verdura","Tomates pera",25
2023-01-13,viernes,"Fruta y verdura","Uva blanca sin semillas",42
2023-01-13,viernes,"Fruta y verdura","Uva roja sin semillas",47
2023-01-13,viernes,"Fruta y verdura","Wraps Texas",13
2023-01-13,viernes,"Fruta y verdura",Yuca,25
2023-01-13,viernes,"Fruta y verdura","Zanahoria rallada base para ensalada",18
2023-01-13,viernes,"Fruta y verdura",Zanahorias,79
2023-01-20,viernes,"Fruta y verdura","1/4 Sandía baja en semillas",42
2023-01-20,viernes,"Fruta y verdura","3 Vegetales para micro",29
2023-01-20,viernes,"Fruta y verdura","Acelgas cortadas",20
2023-01-20,viernes,"Fruta y verdura",Aguacate,41
2023-01-20,viernes,"Fruta y verdura",Aguacates,23
2023-01-20,viernes,"Fruta y verdura","Ajo negro dientes pelados",22
2023-01-20,viernes,"Fruta y verdura","Ajos morados",72
2023-01-20,viernes,"Fruta y verdura",Albahaca,8
2023-01-20,viernes,"Fruta y verdura",Albaricoque,39
2023-01-20,viernes,"Fruta y verdura","Apio verde",8
2023-01-20,viernes,"Fruta y verdura",Arándanos,25
2023-01-20,viernes,"Fruta y verdura",Banana,30
2023-01-20,viernes,"Fruta y verdura",Batata,11
2023-01-20,viernes,"Fruta y verdura","Batata para micro",14
2023-01-20,viernes,"Fruta y verdura",Berenjena,15
2023-01-20,viernes,"Fruta y verdura",Bimi,30
2023-01-20,viernes,"Fruta y verdura",Brócoli,12
2023-01-20,viernes,"Fruta y verdura","Calabacín blanco",45
2023-01-20,viernes,"Fruta y verdura","Calabacín verde",12
2023-01-20,viernes,"Fruta y verdura","Calabaza cacahuete cortada a trozos",40
2023-01-20,viernes,"Fruta y verdura","Canónigos base para ensalada",11
2023-01-20,viernes,"Fruta y verdura",Cebollas,73
2023-01-20,viernes,"Fruta y verdura","Cebollas dulces",13
2023-01-20,viernes,"Fruta y verdura","Cebollas rojas",35
2023-01-20,viernes,"Fruta y verdura","Cebollas tiernas",41
2023-01-20,viernes,"Fruta y verdura",Cebollino,47
2023-01-20,viernes,"Fruta y verdura",Cereza,84
2023-01-20,viernes,"Fruta y verdura","Champiñón grande",19
2023-01-20,viernes,"Fruta y verdura","Champiñón laminado limpio",32
2023-01-20,viernes,"Fruta y verdura","Champiñón pequeño",23
2023-01-20,viernes,"Fruta y verdura","Champiñón Portobello",46
2023-01-20,viernes,"Fruta y verdura",Cilantro,6
2023-01-20,viernes,"Fruta y verdura","Ciruela roja",25
2023-01-20,viernes,"Fruta y verdura","Cogollos corazón de lechuga",5
2023-01-20,viernes,"Fruta y verdura","Cogollos de lechuga",35
2023-01-20,viernes,"Fruta y verdura","Col lombarda",10
2023-01-20,viernes,"Fruta y verdura",Coliflor,15
2023-01-20,viernes,"Fruta y verdura",Endibias,30
2023-01-20,viernes,"Fruta y verdura","Ensalada California",40
2023-01-20,viernes,"Fruta y verdura","Ensalada César",21
2023-01-20,viernes,"Fruta y verdura","Ensalada de la casa",28
2023-01-20,viernes,"Fruta y verdura","Ensalada de pasta",15
2023-01-20,viernes,"Fruta y verdura","Ensalada de pasta Listo para Comer",45
2023-01-20,viernes,"Fruta y verdura","Ensalada ensatún",16
2023-01-20,viernes,"Fruta y verdura","Ensalada jamón",36
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla 4 estaciones",10
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla brotes tiernos",14
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",7
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",9
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla fresca",23
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla gourmet",5
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla gourmet maxi",46
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla primavera",49
2023-01-20,viernes,"Fruta y verdura","Ensalada mezcla tierna",20
2023-01-20,viernes,"Fruta y verdura","Ensalada mil islas",45
2023-01-20,viernes,"Fruta y verdura","Ensalada queso de cabra",27
2023-01-20,viernes,"Fruta y verdura","Escarola rizada",21
2023-01-20,viernes,"Fruta y verdura","Escarola rizada base para ensalada",12
2023-01-20,viernes,"Fruta y verdura","Espárrago verde fino",20
2023-01-20,viernes,"Fruta y verdura","Espárrago verde grueso",25
2023-01-20,viernes,"Fruta y verdura","Espinaca baby base para ensalada",26
2023-01-20,viernes,"Fruta y verdura","Espinacas cortadas",22
2023-01-20,viernes,"Fruta y verdura","Floretas de brócoli para micro",32
2023-01-20,viernes,"Fruta y verdura",Frambuesas,22
2023-01-20,viernes,"Fruta y verdura",Fresas,30
2023-01-20,viernes,"Fruta y verdura","Guacamole Hacendado",54
2023-01-20,viernes,"Fruta y verdura",Hierbabuena,50
2023-01-20,viernes,"Fruta y verdura",Jengibre,31
2023-01-20,viernes,"Fruta y verdura","Judía verde plana",34
2023-01-20,viernes,"Fruta y verdura","Judía verde redonda",26
2023-01-20,viernes,"Fruta y verdura","Kiwi verde",11
2023-01-20,viernes,"Fruta y verdura","Kiwis amarillos",40
2023-01-20,viernes,"Fruta y verdura","Kiwis verdes",14
2023-01-20,viernes,"Fruta y verdura","Lechuga corazón romana",46
2023-01-20,viernes,"Fruta y verdura","Lechuga hoja roble",43
2023-01-20,viernes,"Fruta y verdura","Lechuga iceberg",27
2023-01-20,viernes,"Fruta y verdura","Lechuga iceberg base para ensalada",16
2023-01-20,viernes,"Fruta y verdura","Lechuga romana cortada",8
2023-01-20,viernes,"Fruta y verdura","Lechugas corazón romana",16
2023-01-20,viernes,"Fruta y verdura",Limas,38
2023-01-20,viernes,"Fruta y verdura",Limón,17
2023-01-20,viernes,"Fruta y verdura",Limones,39
2023-01-20,viernes,"Fruta y verdura","Maíz dulce en mazorca",38
2023-01-20,viernes,"Fruta y verdura","Maíz dulce en mazorca cocido",18
2023-01-20,viernes,"Fruta y verdura",Mango,17
2023-01-20,viernes,"Fruta y verdura","Manzana Crimson Snow",22
2023-01-20,viernes,"Fruta y verdura","Manzana Golden",38
2023-01-20,viernes,"Fruta y verdura","Manzana Granny Smith",19
2023-01-20,viernes,"Fruta y verdura","Manzana Story",33
2023-01-20,viernes,"Fruta y verdura","Manzanas Crimson Snow",37
2023-01-20,viernes,"Fruta y verdura","Manzanas Golden",32
2023-01-20,viernes,"Fruta y verdura","Media col lombarda",6
2023-01-20,viernes,"Fruta y verdura","Media papaya",9
2023-01-20,viernes,"Fruta y verdura","Media piña",24
2023-01-20,viernes,"Fruta y verdura","Media sandía baja en semillas",9
2023-01-20,viernes,"Fruta y verdura","Medio melón piel de sapo",50
2023-01-20,viernes,"Fruta y verdura","Medio repollo liso",17
2023-01-20,viernes,"Fruta y verdura","Medio repollo rizado",35
2023-01-20,viernes,"Fruta y verdura","Melón piel de sapo",10
2023-01-20,viernes,"Fruta y verdura","Mix de verduras jardinera para micro",26
2023-01-20,viernes,"Fruta y verdura","Mix de verduras paisana para micro",8
2023-01-20,viernes,"Fruta y verdura",Moras,8
2023-01-20,viernes,"Fruta y verdura","Naranja para mesa",25
2023-01-20,viernes,"Fruta y verdura",Naranjas,55
2023-01-20,viernes,"Fruta y verdura","Nectarina pulpa blanca",36
2023-01-20,viernes,"Fruta y verdura","Palitos de zanahoria",35
2023-01-20,viernes,"Fruta y verdura",Papaya,43
2023-01-20,viernes,"Fruta y verdura",Paraguayo,47
2023-01-20,viernes,"Fruta y verdura",Patata,28
2023-01-20,viernes,"Fruta y verdura","Patata para micro",42
2023-01-20,viernes,"Fruta y verdura",Patatas,64
2023-01-20,viernes,"Fruta y verdura","Patatas especial para freir",43
2023-01-20,viernes,"Fruta y verdura","Patatas guarnición",32
2023-01-20,viernes,"Fruta y verdura","Patatas rojas",7
2023-01-20,viernes,"Fruta y verdura",Pepino,47
2023-01-20,viernes,"Fruta y verdura","Pepino holandés",12
2023-01-20,viernes,"Fruta y verdura",Pepinos,38
2023-01-20,viernes,"Fruta y verdura","Pera Conferencia",8
2023-01-20,viernes,"Fruta y verdura","Pera Ercolina",41
2023-01-20,viernes,"Fruta y verdura","Peras Conferencia",18
2023-01-20,viernes,"Fruta y verdura","Perejil troceado",20
2023-01-20,viernes,"Fruta y verdura","Picada de ajo y Perejil",19
2023-01-20,viernes,"Fruta y verdura","Pimiento rojo",7
2023-01-20,viernes,"Fruta y verdura","Pimiento verde",32
2023-01-20,viernes,"Fruta y verdura","Pimiento verde freír",12
2023-01-20,viernes,"Fruta y verdura","Pimientos rojos picantes",9
2023-01-20,viernes,"Fruta y verdura","Pimientos semipicantes",21
2023-01-20,viernes,"Fruta y verdura","Pimientos tricolor rojo, amarillo y verde",13
2023-01-20,viernes,"Fruta y verdura",Piña,38
2023-01-20,viernes,"Fruta y verdura","Piña natural a rodajas",46
2023-01-20,viernes,"Fruta y verdura","Plátano de Canarias",23
2023-01-20,viernes,"Fruta y verdura","Plátano macho",17
2023-01-20,viernes,"Fruta y verdura",Pomelo,8
2023-01-20,viernes,"Fruta y verdura","Preparado de verdura para cocido",48
2023-01-20,viernes,"Fruta y verdura",Puerros,19
2023-01-20,viernes,"Fruta y verdura",Rabanitos,7
2023-01-20,viernes,"Fruta y verdura","Rama de Tomates",40
2023-01-20,viernes,"Fruta y verdura","Remolacha cocida y pelada",23
2023-01-20,viernes,"Fruta y verdura","Repollo liso",46
2023-01-20,viernes,"Fruta y verdura","Repollo rizado",20
2023-01-20,viernes,"Fruta y verdura","Rúcula base para ensalada",32
2023-01-20,viernes,"Fruta y verdura","Salteado de setas laminadas",21
2023-01-20,viernes,"Fruta y verdura","Sandía baja en semillas",21
2023-01-20,viernes,"Fruta y verdura",Seta,40
2023-01-20,viernes,"Fruta y verdura","Seta laminada",49
2023-01-20,viernes,"Fruta y verdura","Seta shiitake",25
2023-01-20,viernes,"Fruta y verdura","Setas al plato con perejil",39
2023-01-20,viernes,"Fruta y verdura","Sopa juliana para micro",36
2023-01-20,viernes,"Fruta y verdura","Tomate canario",25
2023-01-20,viernes,"Fruta y verdura","Tomate ensalada",70
2023-01-20,viernes,"Fruta y verdura","Tomate kumato negro",28
2023-01-20,viernes,"Fruta y verdura","Tomate pera",34
2023-01-20,viernes,"Fruta y verdura","Tomate rallado",17
2023-01-20,viernes,"Fruta y verdura","Tomate rosa",16
2023-01-20,viernes,"Fruta y verdura",Tomates,32
2023-01-20,viernes,"Fruta y verdura","Tomates cherry",41
2023-01-20,viernes,"Fruta y verdura","Tomates cherry en rama Dulcita",43
2023-01-20,viernes,"Fruta y verdura","Tomates cherry pera kumato",45
2023-01-20,viernes,"Fruta y verdura","Tomates kumato negro",24
2023-01-20,viernes,"Fruta y verdura","Tomates pera",34
2023-01-20,viernes,"Fruta y verdura","Uva blanca sin semillas",42
2023-01-20,viernes,"Fruta y verdura","Uva roja sin semillas",17
2023-01-20,viernes,"Fruta y verdura","Wraps Texas",10
2023-01-20,viernes,"Fruta y verdura",Yuca,33
2023-01-20,viernes,"Fruta y verdura","Zanahoria rallada base para ensalada",16
2023-01-20,viernes,"Fruta y verdura",Zanahorias,82
2023-01-27,viernes,"Fruta y verdura","1/4 Sandía baja en semillas",15
2023-01-27,viernes,"Fruta y verdura","3 Vegetales para micro",28
2023-01-27,viernes,"Fruta y verdura","Acelgas cortadas",35
2023-01-27,viernes,"Fruta y verdura",Aguacate,24
2023-01-27,viernes,"Fruta y verdura",Aguacates,31
2023-01-27,viernes,"Fruta y verdura","Ajo negro dientes pelados",28
2023-01-27,viernes,"Fruta y verdura","Ajos morados",50
2023-01-27,viernes,"Fruta y verdura",Albahaca,11
2023-01-27,viernes,"Fruta y verdura",Albaricoque,42
2023-01-27,viernes,"Fruta y verdura","Apio verde",19
2023-01-27,viernes,"Fruta y verdura",Arándanos,44
2023-01-27,viernes,"Fruta y verdura",Banana,39
2023-01-27,viernes,"Fruta y verdura",Batata,49
2023-01-27,viernes,"Fruta y verdura","Batata para micro",29
2023-01-27,viernes,"Fruta y verdura",Berenjena,12
2023-01-27,viernes,"Fruta y verdura",Bimi,15
2023-01-27,viernes,"Fruta y verdura",Brócoli,44
2023-01-27,viernes,"Fruta y verdura","Calabacín blanco",47
2023-01-27,viernes,"Fruta y verdura","Calabacín verde",35
2023-01-27,viernes,"Fruta y verdura","Calabaza cacahuete cortada a trozos",14
2023-01-27,viernes,"Fruta y verdura","Canónigos base para ensalada",12
2023-01-27,viernes,"Fruta y verdura",Cebollas,57
2023-01-27,viernes,"Fruta y verdura","Cebollas dulces",18
2023-01-27,viernes,"Fruta y verdura","Cebollas rojas",13
2023-01-27,viernes,"Fruta y verdura","Cebollas tiernas",33
2023-01-27,viernes,"Fruta y verdura",Cebollino,47
2023-01-27,viernes,"Fruta y verdura",Cereza,67
2023-01-27,viernes,"Fruta y verdura","Champiñón grande",22
2023-01-27,viernes,"Fruta y verdura","Champiñón laminado limpio",7
2023-01-27,viernes,"Fruta y verdura","Champiñón pequeño",26
2023-01-27,viernes,"Fruta y verdura","Champiñón Portobello",9
2023-01-27,viernes,"Fruta y verdura",Cilantro,16
2023-01-27,viernes,"Fruta y verdura","Ciruela roja",41
2023-01-27,viernes,"Fruta y verdura","Cogollos corazón de lechuga",40
2023-01-27,viernes,"Fruta y verdura","Cogollos de lechuga",17
2023-01-27,viernes,"Fruta y verdura","Col lombarda",24
2023-01-27,viernes,"Fruta y verdura",Coliflor,44
2023-01-27,viernes,"Fruta y verdura",Endibias,41
2023-01-27,viernes,"Fruta y verdura","Ensalada California",6
2023-01-27,viernes,"Fruta y verdura","Ensalada César",30
2023-01-27,viernes,"Fruta y verdura","Ensalada de la casa",34
2023-01-27,viernes,"Fruta y verdura","Ensalada de pasta",28
2023-01-27,viernes,"Fruta y verdura","Ensalada de pasta Listo para Comer",17
2023-01-27,viernes,"Fruta y verdura","Ensalada ensatún",14
2023-01-27,viernes,"Fruta y verdura","Ensalada jamón",11
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla 4 estaciones",34
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla brotes tiernos",26
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla brotes tiernos maxi",6
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla dúo canónigos y rúcula",29
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla fresca",39
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla gourmet",23
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla gourmet maxi",37
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla primavera",12
2023-01-27,viernes,"Fruta y verdura","Ensalada mezcla tierna",34
2023-01-27,viernes,"Fruta y verdura","Ensalada mil islas",8
2023-01-27,viernes,"Fruta y verdura","Ensalada queso de cabra",22
2023-01-27,viernes,"Fruta y verdura","Escarola rizada",16
2023-01-27,viernes,"Fruta y verdura","Escarola rizada base para ensalada",48
2023-01-27,viernes,"Fruta y verdura","Espárrago verde fino",34
2023-01-27,viernes,"Fruta y verdura","Espárrago verde grueso",43
2023-01-27,viernes,"Fruta y verdura","Espinaca baby base para ensalada",38
2023-01-27,viernes,"Fruta y verdura","Espinacas cortadas",37
2023-01-27,viernes,"Fruta y verdura","Floretas de brócoli para micro",44
2023-01-27,viernes,"Fruta y verdura",Frambuesas,48
2023-01-27,viernes,"Fruta y verdura",Fresas,15
2023-01-27,viernes,"Fruta y verdura","Guacamole Hacendado",61
2023-01-27,viernes,"Fruta y verdura",Hierbabuena,29
2023-01-27,viernes,"Fruta y verdura",Jengibre,11
2023-01-27,viernes,"Fruta y verdura","Judía verde plana",58
2023-01-27,viernes,"Fruta y verdura","Judía verde redonda",31
2023-01-27,viernes,"Fruta y verdura","Kiwi verde",31
2023-01-27,viernes,"Fruta y verdura","Kiwis amarillos",5
2023-01-27,viernes,"Fruta y verdura","Kiwis verdes",18
2023-01-27,viernes,"Fruta y verdura","Lechuga corazón romana",49
2023-01-27,viernes,"Fruta y verdura","Lechuga hoja roble",24
2023-01-27,viernes,"Fruta y verdura","Lechuga iceberg",15
2023-01-27,viernes,"Fruta y verdura","Lechuga iceberg base para ensalada",30
2023-01-27,viernes,"Fruta y verdura","Lechuga romana cortada",45
2023-01-27,viernes,"Fruta y verdura","Lechugas corazón romana",45
2023-01-27,viernes,"Fruta y verdura",Limas,34
2023-01-27,viernes,"Fruta y verdura",Limón,48
2023-01-27,viernes,"Fruta y verdura",Limones,23
2023-01-27,viernes,"Fruta y verdura","Maíz dulce en mazorca",9
2023-01-27,viernes,"Fruta y verdura","Maíz dulce en mazorca cocido",19
2023-01-27,viernes,"Fruta y verdura",Mango,50
2023-01-27,viernes,"Fruta y verdura","Manzana Crimson Snow",50
2023-01-27,viernes,"Fruta y verdura","Manzana Golden",48
2023-01-27,viernes,"Fruta y verdura","Manzana Granny Smith",17
2023-01-27,viernes,"Fruta y verdura","Manzana Story",50
2023-01-27,viernes,"Fruta y verdura","Manzanas Crimson Snow",14
2023-01-27,viernes,"Fruta y verdura","Manzanas Golden",32
2023-01-27,viernes,"Fruta y verdura","Media col lombarda",35
2023-01-27,viernes,"Fruta y verdura","Media papaya",24
2023-01-27,viernes,"Fruta y verdura","Media piña",46
2023-01-27,viernes,"Fruta y verdura","Media sandía baja en semillas",8
2023-01-27,viernes,"Fruta y verdura","Medio melón piel de sapo",29
2023-01-27,viernes,"Fruta y verdura","Medio repollo liso",9
