venta_id,producto_id,venta,prevision
90,8,31,17
91,8,18,16
92,8,13,23
93,8,42,33
94,8,22,21
95,8,3,12
96,8,23,17
97,8,1,16
98,8,9,23
99,8,29,33
100,8,25,11
101,8,31,17
102,8,22,16
103,8,44,22
104,8,60,32
105,8,6,21
106,8,3,11
107,8,19,16
108,8,7,15
109,8,9,22
110,8,11,32
111,8,34,21
112,8,1,11
113,8,13,16
114,8,29,15
115,8,14,22
116,8,23,32
117,8,5,20
118,8,4,11
119,8,28,16
120,8,16,15
121,8,34,22
122,8,35,31
123,8,4,20
124,8,27,10
125,8,35,16
126,8,0,15
127,8,0,21
128,8,0,31
129,8,0,20
130,8,0,10
131,8,0,15
132,8,0,14
133,8,0,21
134,8,0,31
135,8,0,20
136,8,0,10
137,8,0,15
138,8,0,14
139,8,0,21
140,8,0,31
141,8,0,19
142,8,0,10
143,8,0,15
144,8,0,14
145,8,0,21
146,8,0,30
147,8,0,19
148,8,0,9
149,8,0,15
150,8,0,13
151,8,0,20
1,9,21,24
2,9,10,16
3,9,29,17
4,9,27,16
5,9,56,33
6,9,20,24
7,9,24,16
8,9,23,17
9,9,27,16
10,9,47,32
11,9,24,33
12,9,13,24
13,9,18,16
14,9,13,17
15,9,19,16
16,9,27,32
17,9,32,32
18,9,36,23
19,9,4,15
20,9,25,17
21,9,29,16
22,9,50,32
23,9,16,32
24,9,16,23
25,9,24,15
26,9,9,17
27,9,4,16
28,9,25,32
29,9,24,32
30,9,23,23
31,9,18,15
32,9,5,16
33,9,6,15
34,9,13,32
35,9,22,32
36,9,24,23
37,9,27,15
38,9,12,16
39,9,0,15
40,9,19,32
41,9,45,32
42,9,16,23
43,9,6,15
44,9,23,16
45,9,26,15
46,9,43,31
47,9,45,32
48,9,19,23
49,9,17,15
50,9,16,16
51,9,9,15
52,9,32,31
53,9,11,31
54,9,28,22
55,9,18,14
56,9,5,16
57,9,24,15
58,9,4,31
59,9,45,31
60,9,3,22
61,9,21,14
62,9,14,16
63,9,12,14
64,9,25,31
65,9,36,31
66,9,36,22
67,9,8,14
68,9,15,15
69,9,10,14
70,9,40,31
71,9,20,31
72,9,38,22
73,9,9,14
74,9,34,15
75,9,24,14
76,9,49,30
77,9,28,31
78,9,40,22
79,9,11,14
80,9,10,15
81,9,19,30
82,9,24,21
83,9,19,13
84,9,9,15
85,9,1,14
86,9,49,30
87,9,30,30
88,9,21,21
89,9,7,13
90,9,11,15
91,9,7,13
92,9,22,30
93,9,38,30
94,9,15,21
95,9,0,13
96,9,18,14
97,9,2,13
98,9,31,30
99,9,39,30
100,9,25,13
101,9,0,14
102,9,10,13
103,9,43,29
104,9,45,30
105,9,15,21
106,9,28,13
107,9,25,14
108,9,17,13
109,9,44,29
110,9,27,29
111,9,6,20
112,9,24,12
113,9,33,14
114,9,18,13
115,9,18,29
116,9,37,29
117,9,29,20
118,9,1,12
119,9,5,14
120,9,26,13
121,9,12,29
122,9,19,29
123,9,30,20
124,9,1,12
125,9,16,13
126,9,0,12
127,9,0,29
128,9,0,29
129,9,0,20
130,9,0,12
131,9,0,13
132,9,0,12
133,9,0,29
134,9,0,29
135,9,0,20
136,9,0,12
137,9,0,13
138,9,0,12
139,9,0,28
140,9,0,29
141,9,0,20
142,9,0,12
143,9,0,13
144,9,0,12
145,9,0,28
146,9,0,28
147,9,0,19
148,9,0,11
149,9,0,13
150,9,0,12
151,9,0,28
1,10,15,21
2,10,13,12
3,10,22,16
4,10,2,16
5,10,56,32
6,10,4,21
7,10,3,12
8,10,6,16
9,10,14,16
10,10,24,29
11,10,52,32
12,10,22,21
13,10,7,12
14,10,20,16
15,10,25,16
16,10,36,29
17,10,25,32
18,10,15,21
19,10,21,12
20,10,21,16
21,10,19,16
22,10,36,29
23,10,59,32
24,10,13,21
25,10,2,12
26,10,7,16
27,10,4,16
28,10,40,29
29,10,12,32
30,10,33,21
31,10,22,12
32,10,28,16
33,10,12,16
34,10,44,29
35,10,9,32
36,10,9,21
37,10,11,12
38,10,2,16
39,10,9,16
40,10,13,29
41,10,35,32
42,10,12,21
43,10,3,12
44,10,19,16
45,10,25,16
46,10,11,29
47,10,18,32
48,10,32,21
49,10,10,12
50,10,24,16
51,10,29,16
52,10,28,29
53,10,25,32
54,10,31,21
55,10,5,12
56,10,14,16
57,10,12,16
58,10,7,29
59,10,14,32
60,10,12,21
61,10,27,12
62,10,8,16
63,10,21,16
64,10,33,29
65,10,48,32
66,10,28,21
67,10,26,12
68,10,32,16
69,10,5,16
70,10,26,29
71,10,49,32
72,10,36,21
73,10,17,12
74,10,8,16
75,10,24,16
76,10,48,29
77,10,57,32
78,10,16,21
79,10,10,12
80,10,3,16
81,10,20,32
82,10,34,21
83,10,2,12
84,10,5,16
85,10,26,16
86,10,13,29
87,10,8,32
88,10,35,21
89,10,25,12
90,10,25,16
91,10,6,16
92,10,21,29
93,10,56,32
94,10,10,21
95,10,14,12
96,10,31,16
97,10,9,16
98,10,35,29
99,10,48,32
100,10,25,12
101,10,29,16
102,10,23,16
103,10,19,29
104,10,41,32
105,10,27,21
106,10,14,12
107,10,27,16
108,10,28,16
109,10,49,29
110,10,6,32
111,10,37,21
112,10,5,12
113,10,1,16
114,10,15,16
115,10,46,29
116,10,20,32
117,10,18,21
118,10,4,12
119,10,19,16
120,10,25,16
121,10,23,29
122,10,23,32
123,10,22,21
124,10,0,12
125,10,12,16
126,10,0,16
127,10,0,29
128,10,0,32
129,10,0,21
130,10,0,12
131,10,0,16
132,10,0,16
133,10,0,29
134,10,0,32
135,10,0,21
136,10,0,12
137,10,0,16
138,10,0,16
139,10,0,29
140,10,0,32
141,10,0,21
142,10,0,12
143,10,0,16
144,10,0,16
145,10,0,29
146,10,0,32
147,10,0,21
148,10,0,12
149,10,0,16
150,10,0,16
151,10,0,29
1,11,3,19
2,11,15,15
3,11,29,16
4,11,0,14
5,11,26,33
6,11,35,19
7,11,15,15
8,11,16,16
9,11,25,14
10,11,4,22
11,11,34,33
12,11,37,19
13,11,12,15
14,11,27,16
15,11,22,14
16,11,25,22
17,11,26,33
18,11,14,19
19,11,5,15
20,11,14,16
21,11,7,14
22,11,28,22
23,11,43,33
24,11,4,19
25,11,15,15
26,11,12,16
27,11,13,14
28,11,11,22
29,11,47,33
30,11,2,19
31,11,30,15
32,11,24,16
33,11,28,14
34,11,39,22
35,11,36,33
36,11,14,19
37,11,29,15
38,11,7,16
39,11,4,14
40,11,3,22
41,11,26,33
42,11,33,19
43,11,18,15
44,11,32,16
45,11,20,13
46,11,27,22
47,11,53,33
48,11,18,19
49,11,22,15
50,11,29,16
51,11,10,13
52,11,9,22
53,11,34,33
54,11,1,19
55,11,16,15
56,11,0,16
57,11,28,13
58,11,28,21
59,11,18,33
60,11,35,19
61,11,10,15
62,11,34,16
63,11,15,13
64,11,33,21
65,11,39,32
66,11,8,19
67,11,1,15
68,11,0,16
69,11,30,13
70,11,13,21
71,11,16,32
72,11,22,19
73,11,22,15
74,11,19,16
75,11,5,13
76,11,43,21
77,11,31,32
78,11,24,19
79,11,24,15
80,11,4,16
81,11,50,32
82,11,32,19
83,11,28,15
84,11,26,16
85,11,11,13
86,11,4,21
87,11,56,32
88,11,24,19
89,11,22,15
90,11,31,16
91,11,1,13
92,11,39,21
93,11,14,32
94,11,13,19
95,11,3,15
96,11,20,16
97,11,27,13
98,11,17,21
99,11,7,32
100,11,21,15
101,11,27,16
102,11,14,13
103,11,19,21
104,11,31,32
105,11,34,19
106,11,24,15
107,11,2,16
108,11,4,13
109,11,10,21
110,11,36,32
111,11,3,19
112,11,6,15
113,11,4,16
114,11,12,13
115,11,46,21
116,11,47,32
117,11,40,19
118,11,2,15
119,11,8,16
120,11,6,13
121,11,20,21
122,11,18,32
123,11,19,19
124,11,3,15
125,11,0,16
126,11,0,13
127,11,0,21
128,11,0,32
129,11,0,19
130,11,0,15
131,11,0,16
132,11,0,13
133,11,0,21
134,11,0,32
135,11,0,19
136,11,0,15
137,11,0,16
138,11,0,13
139,11,0,21
140,11,0,32
141,11,0,19
142,11,0,15
143,11,0,16
144,11,0,13
145,11,0,21
146,11,0,32
147,11,0,19
148,11,0,15
149,11,0,16
150,11,0,13
151,11,0,21
1,12,17,18
2,12,8,10
3,12,19,16
4,12,9,15
5,12,5,32
6,12,29,18
7,12,21,10
8,12,8,16
9,12,3,15
10,12,20,23
11,12,27,32
12,12,34,18
13,12,1,10
14,12,12,16
15,12,28,15
16,12,16,23
17,12,30,33
18,12,34,19
19,12,19,10
20,12,11,16
21,12,18,15
22,12,48,23
23,12,10,33
24,12,39,19
25,12,29,10
26,12,26,16
27,12,24,15
28,12,20,23
29,12,57,33
30,12,24,19
31,12,3,11
32,12,13,16
33,12,26,15
34,12,21,23
35,12,55,33
36,12,5,19
37,12,9,11
38,12,17,16
39,12,21,15
40,12,6,23
41,12,53,33
42,12,16,19
43,12,9,11
44,12,22,16
45,12,8,16
46,12,42,23
47,12,37,33
48,12,14,19
49,12,8,11
50,12,9,16
51,12,23,16
52,12,21,23
53,12,50,33
54,12,12,19
55,12,8,11
56,12,34,16
57,12,5,16
58,12,10,23
59,12,26,33
60,12,16,19
61,12,15,11
62,12,15,16
63,12,6,16
64,12,10,24
65,12,42,33
66,12,7,19
67,12,4,11
68,12,0,17
69,12,16,16
70,12,18,24
71,12,15,33
72,12,24,19
73,12,4,11
74,12,35,17
75,12,26,16
76,12,38,24
77,12,28,33
78,12,14,19
79,12,5,11
80,12,22,17
81,12,54,33
82,12,18,19
83,12,23,11
84,12,5,17
